"Quantifying the performability of cluster-based services,""Kiran Nagaraja"; G. Gama; R. Bianchini; R. P. Martin; W. Meira;" T. D. Nguyen"",""Department of Computer Science, Rutgers University, Piscataway, NJ, USA"; Department of Computer Science, Rutgers University, Piscataway, NJ, USA; Department of Computer Science, Rutgers University, Piscataway, NJ, USA; Department of Computer Science, Rutgers University, Piscataway, NJ, USA; Departamento de Ciencia da Computacao, Universidade Federal de Minas Gerais, Belo Horizonte, Minas Gerais, Brazil;" Department of Computer Science, Rutgers University, Piscataway, NJ, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""4 Apr 2005"",""2005"",""16"",""5"",""456"",""467"",""In this paper, we propose a two-phase methodology for systematically evaluating the performability (performance and availability) of cluster-based Internet services. In the first phase, evaluators use a fault-injection infrastructure to characterize the service's behavior in the presence of faults. In the second phase, evaluators use an analytical model to combine an expected fault load with measurements from the first phase to assess the service's performability. Using this model, evaluators can study the service's sensitivity to different design decisions, fault rates, and other environmental factors. To demonstrate our methodology, we study the performability of a multitier Internet service. In particular, we evaluate the performance and availability of three soft state maintenance strategies for an online bookstore service in the presence of seven classes of faults. Among other interesting results, we clearly isolate the effect of different faults, showing that the tier of Web servers is responsible for an often dominant fraction of the service unavailability. Our results also demonstrate that storing the soft state in a database achieves better performability than storing it in main memory (even when the state is efficiently replicated) when we weight performance and availability equally. Based on our results, we conclude that service designers may want an unbalanced system in which they heavily load highly available components and leave more spare capacity for components that are likely to fail more often."",""1558-2183"","""",""10.1109/TPDS.2005.61"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1411733"",""Performance";availability;fault tolerance;"Internet services."",""Availability";Performance evaluation;Web and internet services;Analytical models;Phase measurement;Scalability;Performance analysis;Space exploration;Computer Society;"Environmental factors"","""",""14"","""",""36"",""IEEE"",""4 Apr 2005"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;
"Reducing server data traffic using a hierarchical computation model,""J. Rubio";" L. K. John"",""IBM Austin Research Laboratory, Austin, TX, USA";" Department of Electrical and Computer Engineering, University of Technology, Austin, TX, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""29 Aug 2005"",""2005"",""16"",""10"",""933"",""943"",""Commercial workloads impose heavy demands on memory and storage subsystems in a server and often result in a large amount of traffic in I/O and memory buses. To reduce the data movement between the storage subsystem and the processing units, we propose a hierarchical computing (HC) system that distributes processing elements across the storage hierarchy. We present a programming model that allows us to decompose database queries into simple operations. These operations are then distributed and executed by the different layers of the hierarchy depending on the affinity of the task to a particular layer. Commands percolate down into the lower layers of the hierarchy and partially processed information flows up into the higher layers, where subsequent operations can be performed. We evaluate the effectiveness of the proposed hierarchical computing model by performing full system simulations of a business decision support system (DSS) workload. On a group of TPC-H-like queries, hierarchical computing systems reduce the amount of data transferred over the processor to memory interconnect by 37-58 percent. We also observe that HC configurations show speedups between 1.14x and 1.45x when compared with CC-NUMA with 32 processors."",""1558-2183"","""",""10.1109/TPDS.2005.127"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1501805"",""Distributed architectures";measurement;evaluation;modeling;simulation of multiple-processor systems;I/O interconnections topology;"databases."",""Traffic control";Computational modeling;Distributed computing;Decision support systems;Business;Application software;Computer networks;Databases;Performance evaluation;"Computer architecture"","""",""1"","""",""39"",""IEEE"",""29 Aug 2005"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;;;
"Routing algorithms on the bus-based hypercube network,""Lee-Juan Fan"; Chang-Biau Yang;" Shyue-Horng Shiau"",""Department of Applied Mathematics, National Sun Yat-sen University, Taoyuan, Taiwan"; Department of Computer Science, and Engineering, National Sun Yat-sen University, Kaohsiung, Taiwan;" Department of Computer Science, and Engineering, National Sun Yat-sen University, Kaohsiung, Taiwan"",""IEEE Transactions on Parallel and Distributed Systems"",""7 Mar 2005"",""2005"",""16"",""4"",""335"",""348"",""In this paper, we study the properties of the bus-based hypercube, denoted as U(n,b), which is a kind of multiple-bus networks (MBN). U(n,b) consists of 2/sup n/ processors and 2/sup b/ buses, where 0 /spl les/ b /spl les/ n - 1, and each processor is connected to either /spl lceil/(b+2)/2/spl rceil/ or /spl lceil/(b+1)/2/spl rceil/ buses. We show that the diameter of U(n,b) is /spl lceil/(b-1)/2/spl rceil/ if b /spl ges/ 2. We also present an algorithm to select the best neighbor processor via which we can obtain one shortest routing path. In U(n,b), we show that if there exist some faults, the fault diameter DF(n,b,f) /spl les/ b+1, where f is the sum of bus faults and processor faults and 0 /spl les/ f /spl les/ /spl lceil/(b+3)/2/spl rceil/. Furthermore, we also show that the bus fault diameter DB(n,b,f) /spl les/ b/-2/spl rfloor/ - 3, where 0 /spl les/ f /spl les/ /spl lceil/(b-1)/2/spl rceil/ and f is the number of bus faults. These results improve significantly the previous result that DB(n,b,f) /spl les/ b - 2f + 1, where f is the number of bus faults."",""1558-2183"","""",""10.1109/TPDS.2005.49"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1401877"",""Multiple-bus network";hypercube;routing algorithm;diameter;"fault tolerance."",""Routing";Hypercubes;Multiprocessor interconnection networks;Switches;Bandwidth;Fault tolerance;Joining processes;Broadcasting;"Network topology"","""",""4"",""3"",""35"",""IEEE"",""7 Mar 2005"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Routing permutations on baseline networks with node-disjoint paths,""Y. Yang";" J. Wang"",""Department of Electrical and Computer Engineering, State University of New York, Stony Brook, NY, USA";" East Isle Technologies, Inc., Setauket, NY, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""27 Jun 2005"",""2005"",""16"",""8"",""737"",""746"",""Permutation is a frequently-used communication pattern in parallel and distributed computing systems and telecommunication networks. Node-disjoint routing has important applications in guided wave optical interconnects where the optical """"crosstalk"""" between messages passing the same switch should be avoided. In this paper, we consider routing arbitrary permutations on an optical baseline network (or reverse baseline network) with node-disjoint paths. We first prove the equivalence between the set of admissible permutations (or semipermutations) of a baseline network and that of its reverse network based on a step-by-step permutation routing. We then show that an arbitrary permutation can be realized in a baseline network (or a reverse baseline network) with node-disjoint paths in four passes, which beats the existing results [M. Vaez et al., (2000)], [G. Maier et al., (2001)] that a permutation can be realized in an n /spl times/ n banyan network with node-disjoint paths in O(n/sup 1/2/) passes. This represents the currently best-known result for the number of passes required for routing an arbitrary permutation with node-disjoint paths in unique-path multistage networks. Unlike other unique path MINs (such as omega networks or banyan networks), only baseline networks have been found to possess such four-pass routing property. We present routing algorithms in both self-routing style and central-controlled style. Different from the recent work in [Y. Yang et al., (2003)], which also gave a four-pass node-disjoint routing algorithm for permutations, the new algorithm is efficient in transmission time for messages of any length, while the algorithm in [Y. Yang et al., (2003)] can work efficiently only for long messages. Comparisons with previous results demonstrate that routing in a baseline network proposed in this paper could be a better choice for routing permutations due to its lowest hardware cost and near-optimal transmission time."",""1558-2183"","""",""10.1109/TPDS.2005.99"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1458689"",""Routing";permutation;semipermutation;interconnects;optical interconnects;multistage networks;baseline network;link-disjoint paths;node-disjoint paths;"crosstalk-free."",""Routing";Optical interconnections;Optical crosstalk;Distributed computing;Message passing;Optical switches;Telecommunication switching;Communication switching;Optical fiber networks;"Hardware"","""",""14"","""",""22"",""IEEE"",""27 Jun 2005"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;
"Scalability aspects of instruction distribution algorithms for clustered processors,""Aneesh Aggarwal";" M. Franklin"",""Computer Society, India";" Computer Society, India"",""IEEE Transactions on Parallel and Distributed Systems"",""29 Aug 2005"",""2005"",""16"",""10"",""944"",""955"",""In the evolving submicron technology, making it particularly attractive to use decentralized designs. A common form of decentralization adopted in processors is to partition the execution core into multiple clusters. Each cluster has a small instruction window, and a set of functional units. A number of algorithms have been proposed for distributing instructions among the clusters. The first part of this paper analyzes (qualitatively as well as quantitatively) the effect of various hardware parameters such as the type of cluster interconnect, the fetch size, the cluster issue width, the cluster window size, and the number of clusters on the performance of different instruction distribution algorithms. The study shows that the relative performance of the algorithms is very sensitive to these hardware parameters and that the algorithms that perform relatively better with four or fewer clusters are generally not the best ones for a larger number of clusters. This is important, given that with an imminent increase in the transistor budget, more clusters are expected to be integrated on a single chip. The second part of the paper investigates alternate interconnects that provide scalable performance as the number of clusters is increased. In particular, it investigates two hierarchical interconnects - a single ring of crossbars and multiple rings of crossbars - as well as instruction distribution algorithms to take advantage of these interconnects. Our study shows that these new interconnects with the appropriate distribution techniques achieve an IPC (instructions per cycle) that is 15-20 percent better than the most scalable existing configuration, and is within 2 percent of that achieved by a hypothetical ideal processor having a 1-cycle latency crossbar interconnect. These results confirm the utility and applicability of hierarchical interconnects and hierarchical distribution algorithms in clustered processors."",""1558-2183"","""",""10.1109/TPDS.2005.128"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1501806"",""Clustered processor architecture";pipeline processors;interconnection architectures;"load balancing and task assignment."",""Scalability";Clustering algorithms;Delay;Wires;Partitioning algorithms;Hardware;Computer Society;Algorithm design and analysis;Process design;"Performance analysis"","""",""3"","""",""22"",""IEEE"",""29 Aug 2005"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Scalar operand networks,""M. D. Taylor"; W. Lee; S. P. Amarasinghe;" A. Agarwal"",""CSAIL, Cambridge, MA, USA"; CSAIL, Cambridge, MA, USA; CSAIL, Cambridge, MA, USA;" CSAIL, Cambridge, MA, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""3 Jan 2005"",""2005"",""16"",""2"",""145"",""162"",""The bypass paths and multiported register files in microprocessors serve as an implicit interconnect to communicate operand values among pipeline stages and multiple ALUs. Previous superscalar designs implemented this interconnect using centralized structures that do not scale with increasing ILP demands. In search of scalability, recent microprocessor designs in industry and academia exhibit a trend toward distributed resources such as partitioned register files, banked caches, multiple independent compute pipelines, and even multiple program counters. Some of these partitioned microprocessor designs have begun to implement bypassing and operand transport using point-to-point interconnects. We call interconnects optimized for scalar data transport, whether centralized or distributed, scalar operand networks. Although these networks share many of the challenges of multiprocessor networks such as scalability and deadlock avoidance, they have many unique requirements, including ultra-low latency (a few cycles versus tens of cycles) and ultra-fast operation-operand matching. This work discusses the unique properties of scalar operand networks (SONs), examines alternative ways of implementing them, and introduces the AsTrO taxonomy to distinguish between them. It discusses the design of two alternative networks in the context of the Raw microprocessor, and presents timing, area, and energy statistics for a real implementation. The paper also presents a 5-tuple performance model for SONs and analyzes their performance sensitivity to network properties for ILP workloads."",""1558-2183"","""",""10.1109/TPDS.2005.24"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1374855"",""Interconnection architectures";distributed architectures;"microprocessors."",""Microprocessors";Pipelines;Scalability;Computer industry;Registers;Distributed computing;Counting circuits;System recovery;Delay;"Taxonomy"","""",""46"",""56"",""31"",""IEEE"",""3 Jan 2005"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;;;
"Scheduling divisible loads on star and tree networks: results and open problems,""O. Beaumont"; H. Casanova; A. Legrand; Y. Robert;" Y. Yang"",""LaBRI, Domaine Universitaire, Talence, France"; Department of Computer Science and Engineering, and the San Diego Supercomputer Center, University of California, San Diego, CA, USA; LIP, UMR CNRS-ENS Lyon-INRIA, Lyon, France; LIP, UMR CNRS-ENS Lyon-INRIA, Lyon, France;" Department of Computer Science and Engineering, and the San Diego Supercomputer Center, University of California, San Diego, CA, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""31 Jan 2005"",""2005"",""16"",""3"",""207"",""218"",""Many applications in scientific and engineering domains are structured as large numbers of independent tasks with low granularity. These applications are thus amenable to straightforward parallelization, typically in master-worker fashion, provided that efficient scheduling strategies are available. Such applications have been called divisible-loads because a scheduler may divide the computation among worker processes arbitrarily, both in terms of number of tasks and of task sizes. Divisible load scheduling has been an active area of research for the last 15 years. A vast literature offers results and scheduling algorithms for various models of the underlying distributed computing platform. Broad surveys are available that report on, accomplishments in the field. By contrast, We propose a unified theoretical perspective that synthesizes previously published results, several novel results, and open questions, in a view to foster hover divisible load scheduling research. Specifically, we discuss both one-round and multiround algorithms, and we restrict our scope to the popular star and tree network topologies, which we study with both linear and affine cost models for communication and computation."",""1558-2183"","""",""10.1109/TPDS.2005.35"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1388211"",""Parallel computing";scheduling;"divisible load."",""Processor scheduling";Distributed computing;Load modeling;Books;Multimedia databases;Grid computing;Scheduling algorithm;Network synthesis;Network topology;"Costs"","""",""89"","""",""33"",""IEEE"",""31 Jan 2005"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;
"Shared data allocation in a mobile computing system: exploring local and global optimization,""Wen-Chih Peng";" Ming-Syan Chen"",""Department of Electrical Engineering, National Taiwan University, Taipei, Taiwan";" Department of Electrical Engineering, National Taiwan University, Taipei, Taiwan"",""IEEE Transactions on Parallel and Distributed Systems"",""7 Mar 2005"",""2005"",""16"",""4"",""374"",""384"",""In this paper, we devise data allocation algorithms that can utilize the knowledge of user moving patterns for proper allocation of shared data in a mobile computing system. By employing the data allocation algorithms devised, the occurrences of costly remote accesses can be minimized and the performance of a mobile computing system is thus improved. The data allocation algorithms for shared data, which are able to achieve local optimization and global optimization, are developed. Local optimization refers to the optimization that the likelihood of local data access by an individual mobile user is maximized whereas global optimization refers to the optimization that the likelihood of local data access by all mobile users is maximized. Specifically, by exploring the features of local optimization and global optimization, we devise algorithm SD-local and algorithm SD-global to achieve local optimization and global optimization, respectively. In general, the mobile users are divided into two types, namely, frequently moving users and infrequently moving users. A measurement, called closeness measure which corresponds to the amount of the intersection between the set of frequently moving user patterns and that of infrequently moving user patterns, is derived to assess the quality of solutions provided by SD-local and SD-global. Performance of these data allocation algorithms is comparatively analyzed. From the analysis of SD-local and SD-global, it is shown that SD-local favors infrequently moving users whereas SD-global is good for frequently moving users. The simulation results show that the knowledge obtained from the user moving patterns is very important in devising effective data allocation algorithms which can lead to prominent performance improvement in a mobile computing system."",""1558-2183"","""",""10.1109/TPDS.2005.50"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1401880"",""User moving patterns";mobile computing;shared data allocation;"mobile databases."",""Mobile computing";Information systems;Wireless communication;Distributed computing;Computer architecture;Mobile communication;Costs;Telecommunication traffic;Performance analysis;"Algorithm design and analysis"","""",""12"","""",""29"",""IEEE"",""7 Mar 2005"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Solving vector consensus with a wormhole,""N. F. Neves"; M. Correia;" P. Verissimo"",""Departamento de Informática, Faculdade de Ciēencias da, Universidade de Lisboa, Lisboa, Portugal"; Departamento de Informática, Faculdade de Ciēencias da, Universidade de Lisboa, Lisboa, Portugal;" Departamento de Informática, Faculdade de Ciēencias da, Universidade de Lisboa, Lisboa, Portugal"",""IEEE Transactions on Parallel and Distributed Systems"",""31 Oct 2005"",""2005"",""16"",""12"",""1120"",""1131"",""This paper presents a solution to the vector consensus problem for Byzantine asynchronous systems augmented with wormholes. Wormholes prefigure a hybrid distributed system model, embodying the notion of an enhanced part of the system with """"good"""" properties otherwise not guaranteed by the """"normal"""" weak environment. A protocol built for this type of system runs in the asynchronous part, where f out of n/spl ges/3f+1 processes might be corrupted by malicious adversaries. However, sporadically, processes can rely on the services provided by the wormhole for the correct execution of simple operations. One of the nice features of this setting is that it is possible to keep the protocol completely time-free and, in addition, to circumvent the FLP impossibility result by hiding all time-related assumptions in the wormhole. Furthermore, from a performance perspective, it leads to the design of a protocol with a good time complexity."",""1558-2183"","""",""10.1109/TPDS.2005.153"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1524949"",""Distributed systems";Byzantine asynchronous protocols;"consensus."",""Protocols";Detectors;Voting;Broadcasting;Distributed computing;Computer crashes;Intrusion detection;Event detection;Computer hacking;"Floods"","""",""19"","""",""32"",""IEEE"",""31 Oct 2005"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"The complexity of verifying memory coherence and consistency,""J. F. Cantin"; M. H. Lipasti;" J. E. Smith"",""Department of Electrical and Computer Engineering, University of Wisconsin, Madison, Madison, WI, USA"; Department of Electrical and Computer Engineering, University of Wisconsin, Madison, Madison, WI, USA;" Department of Electrical and Computer Engineering, University of Wisconsin, Madison, Madison, WI, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""31 May 2005"",""2005"",""16"",""7"",""663"",""671"",""The problem of testing shared memories for memory coherence and consistency is studied. First, it is proved that detecting violations of coherence in an execution is NP-complete, and it remains NP-complete for a number of restricted instances. This result leads to a proof that all known consistency models are NP-hard to verify. The complexity of verifying consistency models is not a mere consequence of coherence, and verifying sequential consistency remains NP-complete even after coherence has been verified."",""1558-2183"","""",""10.1109/TPDS.2005.86"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1435343"",""Hardware";memory structures;design styles;shared memory;reliability;testing;fault-tolerance;error-checking;theory of computation;nonnumerical algorithms and problems;"sequencing and scheduling."",""Coherence";Multiprocessing systems;Hardware;Circuit testing;Algorithm design and analysis;Reliability theory;Fault tolerance;Scheduling algorithm;Processor scheduling;"System testing"","""",""23"","""",""22"",""IEEE"",""31 May 2005"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;
"The exchanged hypercube,""P. K. K. Loh"; W. J. Hsu;" Y. Pan"",""School of Computer Engineering, Nanyang Technological University, Singapore"; School of Computer Engineering, Nanyang Technological University, Singapore;" Department of Computer Science, Georgia State University, Atlanta, GA, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""1 Aug 2005"",""2005"",""16"",""9"",""866"",""874"",""This paper presents the exchanged hypercube, a new interconnection network obtained by systematically removing links from a binary hypercube. It maintains several desirable properties of the binary hypercube yet with reduced interconnection complexity. We also introduce the extended binomial tree, a spanning tree of the exchanged hypercube that preserves many desirable properties of the original binomial tree. A fault-tolerant routing strategy is also proposed for the exchanged hypercube."",""1558-2183"","""",""10.1109/TPDS.2005.113"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1490516"",""Hypercube";network;topology;spanning tree;"fault tolerance."",""Hypercubes";Fault tolerance;Routing;Network topology;Peer to peer computing;Multiprocessor interconnection networks;Concurrent computing;Emulation;Hardware;"Costs"","""",""116"","""",""27"",""IEEE"",""1 Aug 2005"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;;;
"The impact of incorrectly speculated memory operations in a multithreaded architecture,""R. Sendag"; Ying Chen;" D. J. Lilja"",""Department of Electrical and Computer Engineering, University of Rhode Island, Kingston, RI, USA"; Department of Electrical and Computer Engineering, University of Minnesota, Minneapolis, MN, USA;" Department of Electrical and Computer Engineering, University of Minnesota, Minneapolis, MN, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""31 Jan 2005"",""2005"",""16"",""3"",""271"",""285"",""The speculated execution of threads in a multithreaded architecture, plus the branch prediction used in each thread execution unit, allows many instructions to be executed speculatively, that is, before it is known whether they actually needed by the program. In this study, we examine how the load instructions executed on what turn out to be incorrectly executed program paths impact the memory system performance. We find that incorrect speculation (wrong execution) on the instruction and thread-level provides an indirect prefetching effect for the later correct execution paths and threads. By continuing to execute the mispredicted load instructions even after the instruction or thread-level control speculation is known to be incorrect, the cache misses observed on the correctly executed paths can be reduced by 16 to 73 percent, with an average reduction of 45 percent. However, we also find that these extra loads can increase the amount of memory traffic and can pollute the cache. We introduce the small, fully associative wrong execution cache (WEC) to eliminate the potential pollution that can be caused by the execution of the mispredicted load instructions. Our simulation results show that the WEC can improve the performance of a concurrent multithreaded architecture up to 18.5 percent on the benchmark programs tested, with an average improvement of 9.7 percent, due to the reductions in the number of cache misses."",""1558-2183"","""",""10.1109/TPDS.2005.36"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1388216"",""Speculation";multithreaded architecture;mispredicted loads;wrong execution;prefetching;"wrong execution cache."",""Pollution";Prefetching;System performance;Traffic control;Benchmark testing;Delay;Communication networks;Pipelines;"Registers"","""",""3"",""1"",""33"",""IEEE"",""31 Jan 2005"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;;;
"The UCSC Kestrel parallel processor,""A. Di Bias"; D. M. Dahle; M. Diekhans; L. Grate; J. Hirschberg; K. Karplus; H. Keller; M. Kendrick; F. J. Mesa-Martinez; D. Pease; E. Rice; A. Schultz; D. Speck;" R. Hughey"",""Department of Computer Engineering, University of California at Santa Cruz, Santa Cruz, CA"; Intel Corporation; Center for Biomolecular Science and Engineering, University of California at Santa Cruz, Santa Cruz, CA, USA; Department of Computer Engineering, University of California at Santa Cruz, Santa Cruz, CA, USA; Intel Corporation, DuPont, WA, USA; Department of Computer Engineering, University of California at Santa Cruz, Santa Cruz, CA, USA; Berne University of Applied Sciences, Switzerland; Department of Computer Engineering, University of California at Santa Cruz, Santa Cruz, CA, USA; Department of Computer Engineering, University of California at Santa Cruz, Santa Cruz, CA, USA; IBM Almaden Research Center, San Jose, CA, USA; Department of Computer Engineering, University of California at Santa Cruz, Santa Cruz, CA, USA; Department of Computer Engineering, University of California at Santa Cruz, Santa Cruz, CA, USA; NA;" Department of Computer Engineering, University of California at Santa Cruz, Santa Cruz, CA, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""17 Jan 2005"",""2005"",""16"",""1"",""80"",""92"",""The architectural landscape of high-performance computing stretches from superscalar uniprocessor to explicitly parallel systems, to dedicated hardware implementations of algorithms. Single-purpose hardware can achieve the highest performance and uniprocessors can be the most programmable. Between these extremes, programmable and reconfigurable architectures provide a wide range of choice in flexibility, programmability, computational density, and performance. The UCSC Kestrel parallel processor strives to attain single-purpose performance while maintaining user programmability. Kestrel is a single-instruction stream, multiple-data stream (SIMD) parallel processor with a 512-element linear array of 8-bit processing elements. The system design focuses on efficient high-throughput DNA and protein sequence analysis, but its programmability enables high performance on computational chemistry, image processing, machine learning, and other applications. The Kestrel system has had unexpected longevity in its utility due to a careful design and analysis process. Experience with the system leads to the conclusion that programmable SIMD architectures can excel in both programmability and performance. This work presents the architecture, implementation, applications, and observations of the Kestrel project at the University of California at Santa Cruz."",""1558-2183"","""",""10.1109/TPDS.2005.12"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1363754"",""Parallel processing";SIMD;systolic array;biological sequence analysis;DNA;computational chemistry;image processing;VLSI system design;computer architecture;"high performance computing."",""Hardware";Streaming media;Computer architecture;Concurrent computing;Reconfigurable architectures;Chemical elements;System analysis and design;DNA;Protein sequence;"Image analysis"","""",""46"",""4"",""44"",""IEEE"",""17 Jan 2005"","""","""",""IEEE"",""IEEE Journals"""
"Time-aware utility-based resource allocation in wireless networks,""C. Curescu";" S. Nadjm-Tehrani"",""Real-Time Systems Laboratory, Department of Computer Science, Linköping University, Linkoping, Sweden";" Real-Time Systems Laboratory, Department of Computer Science, Linköping University, Linkoping, Sweden"",""IEEE Transactions on Parallel and Distributed Systems"",""31 May 2005"",""2005"",""16"",""7"",""624"",""636"",""This paper presents a time-aware admission control and resource allocation scheme in wireless networks in the context of a future generation cellular network. The quality levels (and their respective utility) of different connections are specified using discrete resource-utility (R-U) functions. The scheme uses these R-U functions for allocating and reallocating bandwidth to connections, aiming to maximize the accumulated utility of the system. However, different applications react differently to resource reallocations. Therefore, at each allocation time point, the following factors are taken into account: the age of the connection, a disconnection (drop) penalty, and the sensitiveness to reallocation frequency. The evaluation of our approach shows a superior performance compared to a recent adaptive bandwidth allocation scheme (RBBS). In addition, we have studied the overhead that performing a reallocation imposes on the infrastructure. To minimize this overhead, we present an algorithm that efficiently reduces the number of reallocations while remaining within a given utility bound."",""1558-2183"","""",""10.1109/TPDS.2005.87"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1435340"",""Bandwidth allocation";QoS provisioning;wireless networks;utility-based optimization;"network management."",""Resource management";Intelligent networks;Wireless networks;Bandwidth;Quality of service;Channel allocation;Admission control;Degradation;Switches;"Land mobile radio cellular systems"","""",""36"","""",""18"",""IEEE"",""31 May 2005"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Time-constrained failure diagnosis in distributed embedded systems: application to actuator diagnosis,""N. Kandasamy"; J. P. Hayes;" B. T. Murray"",""Electrical and Computer Engineering Department, Drexel University, Philadelphia, PA, USA"; Electrical Engineering and Computer Science Department, University of Michigan, Ann Arbor, MI, USA;" Brighton Technical Center, Delphi Corporation, Brighton, MI, UK"",""IEEE Transactions on Parallel and Distributed Systems"",""31 Jan 2005"",""2005"",""16"",""3"",""258"",""270"",""Advanced automotive control applications such as steer-by-wire are typically implemented as distributed systems comprising many embedded processors, sensors, and actuators interacting via a communication bus. They have severe cost constraints, but demand a high level of safety and performance. Motivated by the need for timely diagnosis of faulty actuators in such systems, we present a method to achieve distributed failure diagnosis under deadline and resource constraints. Actuators are diagnosed in distributed fashion by processors to provide a global view of their fault status. The integration of software-based tests for actuator diagnosis within the overall control application is studied. These tests are implemented using analytical redundancy and execute concurrently with the control tasks. The test scheduling problem is then formulated and solved to guarantee actuator diagnosis within designer-specified deadlines while meeting control performance goals. As a secondary objective, the scheduling algorithm also reduces the number of processors required for diagnosis. We demonstrate the practicality of the proposed diagnosis approach by applying it to a steer-by-wire example to identify failed actuators in timely fashion."",""1558-2183"","""",""10.1109/TPDS.2005.37"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1388215"",""Fault diagnosis";distributed systems;embedded systems;"task scheduling."",""Embedded system";Actuators;Fault diagnosis;Testing;Automotive engineering;Communication system control;Control systems;Sensor systems and applications;Costs;"Safety"","""",""15"","""",""33"",""IEEE"",""31 Jan 2005"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;;;;
