"A 2-Approximation Algorithm for Scheduling Parallel and Time-Sensitive Applications to Maximize Total Accrued Utility Value,""S. Li"; M. Song; P. -J. Wan;" S. Ren"",""Department of Engineering Mechanics, Dalian University of Technology, Dalian, China"; Department of Computer Science, Illinois Institute of Technology, Chicago, IL; Department of Computer Science, Illinois Institute of Technology, Chicago, IL;" Department of Computer Science, Illinois Institute of Technology, Chicago, IL"",""IEEE Transactions on Parallel and Distributed Systems"",""10 Jun 2016"",""2016"",""27"",""7"",""1864"",""1878"",""For a time-sensitive application, the usefulness of its end results (also called the application's accrued utility value in the paper) depends on the time when the application is completed and its results are delivered. In this paper, we address the accrued utility value maximization problem for narrow parallel and time-sensitive applications. We first consider the problem in the context of a discrete time domain and present the Spatial-Temporal Interference Based (STIB) scheduling algorithm. We formally prove that the STIB algorithm is a 2-approximation algorithm. Second, we extend our work to a continuous time domain and present a heuristic scheduling algorithm, i.e., the Continuous Spatial-Temporal Interference Based (STIB-C) algorithm to maximize the system's total accrued utility value when the system operates in a continuous time domain. The extensive empirical evaluations reveal that: (1) in a discrete time domain, the systems' total accrued utility values obtained through the STIB algorithm are consistent with the theoretic bound, i.e., they never go below 50 percent of the optimal value. In fact, on average, the STIB algorithm can achieve over 92.5 percent of the optimal value";" (2) compared to other scheduling policies listed in the literature, the developed STIB and STIB-C algorithms have clear advantages in terms of the system's total accrued utility value and the profitable application ratio. In particular, in terms of the system's total accrued utility value, both the STIB and the STIB-C algorithms achieve as much as six times for both the First Come First Come Serve(FCFS) with backfilling algorithm and the Gang Earliest Deadline First (EDF) algorithm, and 4.5 times for the 0-1 Knapsack based scheduling algorithm. In terms of the profitable application ratio, both the STIB and the STIB-C algorithms obtain as much as four times for both the FCFS with backfilling algorithm and the Gang EDF algorithm, and two times for the 0-1 Knapsack based scheduling algorithm."",""1558-2183"","""",""10.1109/TPDS.2015.2474360"",""US National Science Foundation(grant numbers:CNS-1018731,CNS-0746643(CAREER))";" "",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7229345"",""Parallel";time-sensitive;scheduling;approximation algorithm;Parallel;time-sensitive;scheduling;"approximation algorithm"",""Interference";Scheduling algorithms;Schedules;Scheduling;Time-domain analysis;"Optimal scheduling"","""",""6"","""",""35"",""IEEE"",""28 Aug 2015"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;;;
"Supporting Soft Real-Time Sporadic Task Systems on Uniform Heterogeneous Multiprocessors with No Utilization Loss,""G. Tong";" C. Liu"",""Department of Computer Science, Erik Jonsson School of Engineering and Computer Science, The University of Texas at Dallas 800 W. Campbell Road"; MS EC31 Richardson, TX; Department of Computer Science, Erik Jonsson School of Engineering and Computer Science, The University of Texas at Dallas 800 W. Campbell Road;" MS EC31 Richardson, TX"",""IEEE Transactions on Parallel and Distributed Systems"",""5 Aug 2016"",""2016"",""27"",""9"",""2740"",""2752"",""Uniform heterogeneous multicore architectures are becoming increasingly popular due to their potential of achieving high performance and energy efficiency compared to the homogeneous multicore architectures. In such systems, the real-time scheduling problem becomes more challenging because processors have different speeds. Prior research on uniform heterogeneous multiprocessor real-time scheduling has focused on hard real-time systems, where, significant processing capacity may have to be sacrificed in the worst-case to ensure that all deadlines are met. As meeting hard deadlines is overkill for many soft real-time systems in practice, this paper shows that on soft real-time uniform heterogeneous multiprocessors, bounded response times can be ensured for globally-scheduled sporadic task systems with no utilization loss. A GEDF-based scheduling algorithm, named as GEDF-H, is presented and response time bounds are established under both preemptive and non-preemptive GEDF-H scheduling. Extensive experiments show that the magnitude of the derived response time bound is reasonable, often smaller than four task relative deadlines. To the best of our knowledge, this paper is the first to show that soft real-time sporadic task systems can be supported on uniform heterogeneous multiprocessors without utilization loss under global scheduling, and with reasonable predicted response times."",""1558-2183"","""",""10.1109/TPDS.2015.2503278"",""University of Texas at Dallas";" "",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7336563"",""Scheduling";multiprocessor;real-time;"modeling and prediction"",""Program processors";Processor scheduling;Time factors;Real-time systems;Job shop scheduling;"Multicore processing"","""",""15"","""",""17"",""IEEE"",""24 Nov 2015"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Task Scheduling for Maximizing Performance and Reliability Considering Fault Recovery in Heterogeneous Distributed Systems,""C. -Y. Chen"",""Department of Computer Science and Information Engineering, National Cheng Kung University, No. 1, Ta-Hsueh Road, Tainan, Taiwan, ROC"",""IEEE Transactions on Parallel and Distributed Systems"",""14 Jan 2016"",""2016"",""27"",""2"",""521"",""532"",""Machine and network failures worsen the results of executing applications on system. Therefore, the reliability of applications on system is an important issue. The recovery of failed machines may increase processing time. This work studies the expected makespan to schedule tasks in heterogeneous distributed systems. A task may be replicated many times to reduce the expected execution time. A two-phase algorithm is proposed. The first phase uses a linear program formulation and a rounding procedure to obtain a favorable allotment to minimize the expected makespan. The second phase applies a scheduling method that is based on the expected executed time and the communication time. During execution, two strategies are considered. In the first strategy, no replication of a task on a set of processors can be stopped. In the second strategy, once a replication of a task has been completed, the other replications of the task are immediately aborted. A comparison reveals that the proposed algorithm significantly outperformed previously proposed algorithms in terms of schedule length ratio, reliability and speedup."",""1558-2183"","""",""10.1109/TPDS.2015.2403861"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7042339"",""Scheduling algorithm";heterogeneous systems;reliability;precedence constraints;Scheduling algorithm;heterogeneous systems;reliability;"precedence constraints"",""Program processors";Reliability;Schedules;Scheduling algorithms;Clustering algorithms;"Computer network reliability"","""",""37"","""",""31"",""IEEE"",""13 Feb 2015"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"The Edge Weight Computation with MapReduce for Extracting Weighted Graphs,""Y. Feng"; J. Wang; Z. Zhang; H. Zhong; Z. Ming; X. Yang;" R. Mao"",""College of Computer Science and Software Engineering and the Guangdong Province Key Laboratory of Popular High Performance Computers, Shenzhen University, Shenzhen, China"; College of Computer Science and Software Engineering and the Guangdong Province Key Laboratory of Popular High Performance Computers, Shenzhen University, Shenzhen, China; Department of Research and Development, Beansmile, Guangzhou, China; Big Data Center, WeBank, Shenzhen, China; College of Computer Science and Software Engineering and the Guangdong Province Key Laboratory of Popular High Performance Computers, Shenzhen University, Shenzhen, China; College of Computer Science and Software Engineering and the Guangdong Province Key Laboratory of Popular High Performance Computers, Shenzhen University, Shenzhen, China;" College of Computer Science and Software Engineering and the Guangdong Province Key Laboratory of Popular High Performance Computers, Shenzhen University, Shenzhen, China"",""IEEE Transactions on Parallel and Distributed Systems"",""10 Nov 2016"",""2016"",""27"",""12"",""3659"",""3672"",""Automated weighted graph construction from massive data is essential to weighted graph theory based data mining processes, where the edge weight computation is time consuming or even fails to complete on a single machine when necessary resources are exhausted. In addition, existing work lacks of the measurement on the accuracy of the edge weights, which represents the graph accuracy and affects the following data mining results. This paper describes the classification, implementation and evaluation of edge weight computation algorithms with MapReduce Framework, which is a powerful parallel and distributed processing model. First, a classification of the edge weight computation algorithms is developed and how they can be applied on MapReduce is also discussed. Then we propose comprehensive measurements on the edge weight accuracy in terms of the number of edges, strength distribution, community structure, Hop-plot and effective diameters. Finally, a performance study has been conducted to evaluate these algorithms in terms of memory and disk usage, execution time and accuracy using a real massive social network application dataset. The results are presented and discussed. Our comparison results can help find out the most effective parallel and distributed edge weight computation algorithm for constructing a weighted graph for a given massive dataset."",""1558-2183"","""",""10.1109/TPDS.2016.2536024"",""Shenzhen Science and Technology Foundation(grant numbers:JCYJ20150324140036842,JCYJ2015,0529164656096JCYJ201418193546117,JCYJ2014050917,2609174)"; National Natural Science Foundation of China(grant numbers:61103001,61170077,61202377); National Key Technology Research and Development Program; Ministry of Science and Technology of China(grant numbers:2014BAH28F05); Guangdong Province Key Laboratory Project(grant numbers:2012A061400024); Guangdong Natural Science Foundation(grant numbers:2014A030313553); National High Technology Joint Research Program of China(grant numbers:2015AA015305); Science and Technology Planning Project of Guangdong Province(grant numbers:2013B090500055); National High Technology Joint Research Program of China(grant numbers:2015AA015305); NSF; Guangdong Province Joint Project(grant numbers:U1301252);" "",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7422158"",""Weighted graph extraction";edge weight computation;similarity measurement;MapReduce;"massive data analysis"",""Data mining";Feature extraction;Weight measurement;Distributed databases;Data analysis;"Graph theory"","""",""3"","""",""31"",""IEEE"",""29 Feb 2016"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;
"The Extra, Restricted Connectivity and Conditional Diagnosability of Split-Star Networks,""L. Lin"; L. Xu; S. Zhou;" S. -Y. Hsieh"",""School of Mathematics and Computer Science and are also with the Key Laboratory of Network Security and Cryptology, Fujian Normal University, Fuzhou, Fujian, P. R. China"; School of Mathematics and Computer Science and are also with the Key Laboratory of Network Security and Cryptology, Fujian Normal University, Fuzhou, Fujian, P. R. China; School of Mathematics and Computer Science and are also with the Key Laboratory of Network Security and Cryptology, Fujian Normal University, Fuzhou, Fujian, P. R. China;" Department of Computer Science and Information Engineering, National Cheng Kung University, Tainan, Taiwan"",""IEEE Transactions on Parallel and Distributed Systems"",""14 Jan 2016"",""2016"",""27"",""2"",""533"",""545"",""Connectivity is a classic measure for fault tolerance of a network in the case of vertices failures. Extra connectivity and restricted connectivity are two important indicators of the robustness of a multi-processor system in presence of failing processors. An interconnection network's diagnosability is an important measure of its self-diagnostic capability. The conditional diagnosability is widely accepted as a new measure of diagnosability by assuming that any fault-set cannot contain all neighbors of any node in a multiprocessor system. In this paper, we analyze the combinatorial properties and fault tolerance ability for the Split-Star Network, denoted by Sn2, a well-known interconnection network proposed for multiprocessor systems, establish the g-extra connectivity, where 1 ≤ g ≤ 3. We also determine the h-restricted connectivity (h = 1";" 2), and prove that the conditional diagnosability of Sn2 (n ≥ 4) is 6n - 16 under the comparison model, which is about three times of the Sn2's traditional diagnosability. As a product, the strong diagnosability of Sn2 is also obtained."",""1558-2183"","""",""10.1109/TPDS.2015.2400459"",""National Natural Science Foundation of China(grant numbers:61072080,U1405255)"; Natural Science Foundation of Fujian Province(grant numbers:2013J01221,2013J01222); Fujian Normal University Innovative Research Team(grant numbers:IRTL1207); Fujian Normal University;" "",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7031970"",""Fault tolerance";System-level diagnosis;Extra connectivity;Restricted connectivity;Conditional diagnosability;Split-Star Networks;Comparison model;Fault tolerance;system-level diagnosis;extra connectivity;restricted connectivity;conditional diagnosability;split-star networks;"comparison model"",""Program processors";Fault tolerance;Fault tolerant systems;Multiprocessing systems;Artificial neural networks;Multiprocessor interconnection;"Network topology"","""",""64"","""",""65"",""IEEE"",""5 Feb 2015"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;
"The Server Provisioning Problem for Continuous Distributed Interactive Applications,""H. Zheng";" X. Tang"",""School of Computer Engineering, Nanyang Technological University, Singapore";" School of Computer Engineering, Nanyang Technological University, Singapore"",""IEEE Transactions on Parallel and Distributed Systems"",""9 Dec 2015"",""2016"",""27"",""1"",""271"",""285"",""In this paper, we study the server provisioning problem for continuous Distributed Interactive Applications (DIAs) whose application states not only change because of the operations performed by participants, but also evolve along with the passing of time. We focus on finding the locations of servers for hosting continuous DIAs, with the goals of optimizing the interactivity performance while fulfilling the consistency and fairness requirements. We show that the server provisioning problem is challenging by presenting its NP-hardness and non-approximability results under several conditions. We propose two efficient server placement algorithms and analyze their approximation ratios. The approximation ratio of the proposed M-BETTER algorithm is quite close to a lower bound for any polynomial-time algorithm. We also conduct experimental evaluations to compare the proposed algorithms with several baseline server placements."",""1558-2183"","""",""10.1109/TPDS.2015.2388473"",""Singapore Ministry of Education Academic Research(grant numbers:MOE2013-T2-2-067)";" "",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7001654"",""Distributed interactive application";server placement;interactivity;approximation algorithm;Distributed interactive application;server placement;interactivity;"approximation algorithm"",""Servers";Approximation algorithms;Approximation methods;Algorithm design and analysis;Synchronization;Delays;"Games"","""",""12"","""",""30"",""IEEE"",""6 Jan 2015"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Throughput Assurance for Multiple Body Sensor Networks,""Z. Ren"; X. Qi; G. Zhou; H. Wang;" D. T. Nguyen"",""Synopsys, Inc., Durham, NC"; Department of Computer Science, College of William and Mary, Williamsburg, VA; Department of Computer Science, College of William and Mary, Williamsburg, VA; Department of Electrical and Computer Engineering;" Department of Computer Science, College of William and Mary, Williamsburg, VA"",""IEEE Transactions on Parallel and Distributed Systems"",""14 Jan 2016"",""2016"",""27"",""2"",""546"",""557"",""Existing research has demonstrated that inter-body sensor network (inter-BSN) information sharing among coexisting BSNs can enhance applications' performance and save energy. However, how to achieve effective inter-BSN information sharing through wireless communication is a challenging task. On one hand, a BSN should be able to discover neighboring BSNs and establish inter-BSN links with quality of service (QoS) assurances. On the other hand, a BSN should be able to prevent the QoS of intraand inter-BSN links from being degraded by multiple BSNs' mutual interference. In this paper, we propose BuddyQoS, a framework that provides network throughput assurances for coexisting and shared buddy BSNs. In particular, BuddyQoS accurately estimates and adaptively schedules wireless resources to meet the throughput requirements of all interand intra-BSN links. Our trace-driven experiment results demonstrate that BuddyQoS outperforms the default CSMA solution in the standard TinyOS-2.x releases in terms of providing throughput assurances."",""1558-2183"","""",""10.1109/TPDS.2015.2408611"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7054555"",""Body Sensor Network";Protocol Design;Quality of Service;Resource Management;Body sensor network;protocol design;quality of service;"resource management"",""Throughput";Receivers;Quality of service;Transmitters;Wireless communication;Wireless sensor networks;"Sensors"","""",""7"","""",""46"",""IEEE"",""4 Mar 2015"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;;
"Throughput-Driven Partitioning of Stream Programs on Heterogeneous Distributed Systems,""V. T. N. Nguyen";" R. Kirner"",""University of Hertfordshire, United Kingdom";" University of Hertfordshire, United Kingdom"",""IEEE Transactions on Parallel and Distributed Systems"",""11 Feb 2016"",""2016"",""27"",""3"",""913"",""926"",""Graph partitioning is an important problem in computer science and is of NP-hard complexity. In practice it is usually solved using heuristics. In this article we introduce the use of graph partitioning to partition the workload of stream programs to optimise the throughput on heterogeneous distributed platforms. Existing graph partitioning heuristics are not adequate for this problem domain. In this article we present two new heuristics to capture the problem space of graph partitioning for stream programs to optimise throughput. The first algorithm is an adaptation of the well-known Kernighan-Lin algorithm, called KL-Adapted (KLA), which is relatively slow. As a second algorithm we have developed the Congestion Avoidance (CA) partitioning algorithm, which performs reconfiguration moves optimised to our problem type. We compare both KLA and CA with the generic meta-heuristic Simulated Annealing (SA). All three methods achieve similar throughput results for most cases, but with significant differences in calculation time. For small graphs KLA is faster than SA, but KLA is slower for larger graphs. CA on the other hand is always orders of magnitudes faster than both KLA and SA, even for large graphs. This makes CA potentially useful for re-partitioning of systems during runtime."",""1558-2183"","""",""10.1109/TPDS.2015.2416726"",""Asynchronous and Dynamic Virtualization through performance ANalysis to support Concurrency Engineering(grant numbers:IST-2010-248828)"; ConstRaint and Application driven Framework for Tailoring Embedded Real-time Systems(grant numbers:295371);" "",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7069261"",""Stream programs, throughput optimisation, graph partitioning, simulated annealing"",""Throughput";Partitioning algorithms;Streaming media;Programming;Schedules;"Cost function"","""",""5"","""",""47"",""OAPA"",""26 Mar 2015"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"TIGER: Thermal-Aware File Assignment in Storage Clusters,""A. Chavan"; M. I. Alghamdi; X. Jiang; X. Qin; M. Qiu; M. Jiang;" J. Zhang"",""Department of Computer Science and Software Engineering, Auburn University, Auburn, AL"; Department of Computer Science, Al-Baha University, Al-Baha City, Kingdom of Saudi Arabia; Department of Computer Science and Software Engineering, Auburn University, Auburn, AL; Department of Computer Science and Software Engineering, Auburn University, Auburn, AL; Department of Computer Science, Pace University, NY, New York; College of Mathematics and Computer Science, Wuhan Textile University, Wuhan, China;" School of Computer Science and Technology, Taiyuan University of Science and Technology, Taiyuan, China"",""IEEE Transactions on Parallel and Distributed Systems"",""14 Jan 2016"",""2016"",""27"",""2"",""558"",""573"",""In this paper, we present a thermal-aware file assignment technique called TIGER for reducing the cooling cost of storage clusters in data centers. We show that peak inlet temperatures of storage nodes depend on not only CPU utilization but also I/O activities, which rely on file assignments in a cluster. The TIGER scheme aims to lower peak inlet temperatures of storage clusters by dynamic thermal management through file placements. TIGER makes use of cross-interference coefficients to estimate the re-circulation of hot air from the outlets to the inlets of data nodes. TIGER first calculates the thresholds of disks in each data node based on its contribution to heat re-circulation in a data center. TIGER undertakes two steps to achieve high I/O performance while reducing cooling cost. First, TIGER assigns groups of files with similar service times to shorten I/O response times. Second, TIGER ensures that load imbalance does not exceed a specified threshold. We evaluate performance of TIGER in terms of both cooling energy conservation and response time of a storage cluster. Our results confirm that TIGER reduces cooling-power requirements for clusters by offering about 10 to 15 percent cooling-energy savings without significantly degrading I/O performance."",""1558-2183"","""",""10.1109/TPDS.2015.2409872"",""US National Science Foundation"; CAREER(grant numbers:CCF-0845257); CSR(grant numbers:CNS-0917137); CSR(grant numbers:CNS-0757778); CPA(grant numbers:CCF-0742187); CyberTrust(grant numbers:CNS-0831502); CRI(grant numbers:CNS-0855251); CI-TEAM(grant numbers:OCI-0753305); CCLI(grant numbers:DUE-0837341); SFS(grant numbers:DUE-0830831); Al-Baha University; NSF(grant numbers:CNS-1457506,CNS-1359557);" "",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7054504"",""Clustered Storage";Heat Re-circulation.;Clustered storage system;"heat re-circulation"",""Heating";Cooling;Temperature distribution;Power demand;Thermal management;Temperature measurement;"Servers"","""",""11"","""",""37"",""IEEE"",""4 Mar 2015"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;
"TLIA: Efficient Reconfigurable Architecture for Control-Intensive Kernels with Triggered-Long-Instructions,""L. Liu"; J. Wang; J. Zhu; C. Deng; S. Yin;" S. Wei"",""Institute of Microelectronics, Tsinghua University, Beijing, China"; Institute of Microelectronics, Tsinghua University, Beijing, China; Institute of Microelectronics, Tsinghua University, Beijing, China; Institute of Microelectronics, Tsinghua University, Beijing, China; Institute of Microelectronics, Tsinghua University, Beijing, China;" Institute of Microelectronics, Tsinghua University, Beijing, China"",""IEEE Transactions on Parallel and Distributed Systems"",""10 Jun 2016"",""2016"",""27"",""7"",""2143"",""2154"",""Coarse-Grained Reconfigurable Architectures (CGRAs), which provide high performance, low power and flexibility, is viewed as a promising trend for computing. CGRAs are mostly employed to process compute-intensive kernels because of their inefficiency for control flows. Various methods have been proposed to alleviate this problem, and triggered instruction is one of the state-of-the-art techniques. In this paper, a reconfigurable architecture called Triggered-Long-Instruction Architecture (TLIA) is proposed to enhance the triggered instructions with parallel condition method. In the proposed architecture, triggered instruction set is employed on processing elements (PEs). In this way, over-serialized execution and branch instructions are both eliminated. In the meanwhile, each PE has an improved data-path with three ALUs which is inspired by the parallel condition method. In this way, the amount of parallelism inside each control flow is increased by paralleling predicate computations and predicated operations. Moreover, multiple triggered instructions, which may have internal control dependence, can be executed on PEs in parallel. The strategy of issuing instructions is implemented in hardware, and verified by FPGA. Experimental results show that the performance is improved by 20.9 to 140.0 percent, the area is reduced by 24.5 percent, and the power is reduced by 32.5 percent over the equivalent Triggered Instruction Architecture (TIA)."",""1558-2183"","""",""10.1109/TPDS.2015.2477841"",""China National High Technologies Research Program(grant numbers:2012AA012701)"; State Grid Cooperation of China(grant numbers:SGRI-WD-71-13-014/008/010/011);" "",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7254223"",""Reconfigurable architecture";triggered instruction;predicate execution;control flow;Reconfigurable architecture;triggered instruction;predicate execution;"control flow"",""Hardware";Registers;Reconfigurable architectures;Kernel;Radiation detectors;"Parallel processing"","""",""9"","""",""23"",""OAPA"",""10 Sep 2015"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;
"TMACS: A Robust and Verifiable Threshold Multi-Authority Access Control System in Public Cloud Storage,""W. Li"; K. Xue; Y. Xue;" J. Hong"",""Department of Electrical Engineering and Computer Science, University of Science and Technology of China, Hefei, China"; Department of Electrical Engineering and Computer Science, University of Science and Technology of China, Hefei, China; Department of Electrical Engineering and Computer Science, University of Science and Technology of China, Hefei, China;" Department of Electrical Engineering and Computer Science, University of Science and Technology of China, Hefei, China"",""IEEE Transactions on Parallel and Distributed Systems"",""7 Apr 2016"",""2016"",""27"",""5"",""1484"",""1496"",""Attribute-based Encryption (ABE) is regarded as a promising cryptographic conducting tool to guarantee data owners’ direct control over their data in public cloud storage. The earlier ABE schemes involve only one authority to maintain the whole attribute set, which can bring a single-point bottleneck on both security and performance. Subsequently, some multi-authority schemes are proposed, in which multiple authorities separately maintain disjoint attribute subsets. However, the single-point bottleneck problem remains unsolved. In this paper, from another perspective, we conduct a threshold multi-authority CP-ABE access control scheme for public cloud storage, named TMACS, in which multiple authorities jointly manage a uniform attribute set. In TMACS, taking advantage of ($t,n$ ) threshold secret sharing, the master key can be shared among multiple authorities, and a legal user can generate his/her secret key by interacting with any $t$  authorities. Security and performance analysis results show that TMACS is not only verifiable secure when less than  $t$  authorities are compromised, but also robust when no less than  $t$  authorities are alive in the system. Furthermore, by efficiently combining the traditional multi-authority scheme with TMACS, we construct a hybrid one, which satisfies the scenario of attributes coming from different authorities as well as achieving security and system-level robustness."",""1558-2183"","""",""10.1109/TPDS.2015.2448095"",""National Natural Science Foundation of China(grant numbers:61379129,61170231)";" "",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7130642"",""CP-ABE";(t; n) threshold secret sharing;multi-authority;public cloud storage;access control;CP-ABE;(t,n) threshold secret sharing;multi-authority;public cloud storage;"access control"",""Cloud computing";Access control;Servers;Public key;"Robustness"","""",""101"","""",""36"",""IEEE"",""22 Jun 2015"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;;
"Token-Based Function Computation with Memory,""S. Salehkaleybar";" S. J. Golestani"",""Department of Electrical Engineering, Sharif University of Technology, Tehran, Iran";" Department of Electrical Engineering, Sharif University of Technology, Tehran, Iran"",""IEEE Transactions on Parallel and Distributed Systems"",""12 May 2016"",""2016"",""27"",""6"",""1811"",""1823"",""In distributed function computation, each node has an initial value and the goal is to compute a function of these values in a distributed manner. In this paper, we propose a novel token-based approach to compute a wide class of target functions to which we refer as “token-based function computation with memory” (TCM) algorithm. In this approach, node values are attached to tokens and travel across the network. Each pair of travelling tokens would coalesce when they meet, forming a token with a new value as a function of the original token values. In contrast to the coalescing random walk (CRW) algorithm, where token movement is governed by random walk, meeting of tokens in our scheme is accelerated by adopting a novel chasing mechanism. We proved that, compared to the CRW algorithm, the TCM algorithm results in a reduction of time complexity by a factor of at least √(n/log(n) in Erdos-Renyi and complete graphs, and by a factor of log (n)/log(log(n)) in torus networks. Simulation results show that there is at least a constant factor improvement in the message complexity of TCM algorithm in all considered topologies. Robustness of the CRW and TCM algorithms in the presence of node failure is analyzed. We show that their robustness can be improved by running multiple instances of the algorithms in parallel."",""1558-2183"","""",""10.1109/TPDS.2015.2458311"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7163357"",""Distributed computation";distributed algorithms;gossip protocols;sensor networks;Distributed computation;distributed algorithms;gossip protocols;"sensor networks"",""Robustness";Network topology;Time complexity;Simulation;Topology;"Computational modeling"","""","""","""",""31"",""IEEE"",""20 Jul 2015"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Towards Distributed Optimal Movement Strategy for Data Gathering in Wireless Sensor Networks,""C. -H. Lee"; J. Kwak;" D. Y. Eun"",""Department of Electrical and Computer Engineering, North Carolina State University, Raleigh, NC"; Department of Electrical and Computer Engineering, North Carolina State University, Raleigh, NC;" Department of Electrical and Computer Engineering, North Carolina State University, Raleigh, NC"",""IEEE Transactions on Parallel and Distributed Systems"",""14 Jan 2016"",""2016"",""27"",""2"",""574"",""584"",""In this paper, we address how to design a distributed movement strategy for mobile collectors, which can be either physical mobile agents or query/collector packets periodically launched by the sink, to achieve successful data gathering in wireless sensor networks. Formulating the problem as general random walks on a graph composed of sensor nodes, we analyze how much data can be successfully gathered in time under any Markovian random-walk movement strategies for mobile collectors moving over a graph (or network), while each sensor node is equipped with limited buffer space and data arrival rates are heterogeneous over different sensor nodes. In particular, from the analysis, we obtain the optimal movement strategy among a class of Markovian strategies so as to minimize the data loss rate over all sensor nodes, and explain how such an optimal movement strategy can be made to work in a distributed fashion. We demonstrate that our distributed optimal movement strategy can lead to about two times smaller loss rate than a standard random walk strategy under diverse scenarios. In particular, our strategy results in up to 70 percent cost savings for the deployment of multiple collectors to achieve the target data loss rate than the standard random walk strategy."",""1558-2183"","""",""10.1109/TPDS.2015.2407893"",""National Science Foundation(grant numbers:CNS-1217341)";" "",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7051231"",""Wireless sensor networks";mobile collectors;data gathering;Markovian random-walk movement strategies;distributed optimal movement strategy;network loss probability;Wireless sensor networks;mobile collectors;data gathering;Markovian random-walk movement strategies;distributed optimal movement strategy;"network loss probability"",""Mobile communication";Mobile computing;Mobile agents;Distributed databases;Markov processes;Standards;"Measurement"","""",""15"","""",""34"",""IEEE"",""27 Feb 2015"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;
