"1997 Index IEEE Transactions on Parallel And Vol. 8,"""",,""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1997"",""8"",""12"",""1301"",""1312"",""This index covers all technical items - papers, correspondence, reviews, etc. - that appeared in this periodical during the year, and items from previous years that were commented upon or corrected in this year. Departments and other items may also be covered if they have been judged to have archival value. The Author Index contains the primary entry for each item, listed under the first author's name. The primary entry includes the co-authors' names, the title of the paper or other item, and its location, specified by the publication abbreviation, year, month, and inclusive pagination. The Subject Index contains entries describing the item under all appropriate subject headings, plus the first author's name, the publication abbreviation, month, and year, and inclusive pages. Note that the item title is found only under the primary entry in the Author Index."",""1558-2183"","""",""10.1109/TPDS.1997.640023"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=640023"","""","""","""","""","""","""",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;
"pp-mess-sim: a flexible and extensible simulator for evaluating multicomputer networks,""J. Rexford"; Wu-Chang Feng; J. Dolter;" K. G. Shin"",""AT and T Research Laboratories, Murray Hill, NJ, USA"; Real-Time Computing Laboratory, Department of Electrical Engineering and Computer Science, University of Michigan, Ann Arbor, MI, USA; Qualcomm, Inc., San Diego, CA, USA;" Real-Time Computing Laboratory, Department of Electrical Engineering and Computer Science, University of Michigan, Ann Arbor, MI, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1997"",""8"",""1"",""25"",""40"",""The paper presents pp-mess-sim, an object-oriented discrete-event simulation environment for evaluating interconnection networks in message-passing systems. The simulator provides a toolbox of various network topologies, communication workloads, routing-switching algorithms, and router models. By carefully defining the boundaries between these modules, pp-mess-sim creates a flexible and extensible environment for evaluating different aspects of network design. The simulator models emerging multicomputer networks that can support multiple routing and switching schemes simultaneously";" pp-mess-sim achieves this flexibility by associating routing-switching policies, traffic patterns, and performance metrics with collections of packets, instead of the underlying router model. Besides providing a general framework for evaluating router architectures, pp-mess-sim includes a cycle-level model of the PRC, a programmable router for point-to-point distributed systems. The PRC model captures low-level implementation details, while another high-level model facilitates experimentation with general router design issues. Sample simulation experiments capitalize on this flexibility to compare network architectures under various application workloads."",""1558-2183"","""",""10.1109/71.569653"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=569653"","""",""Object oriented modeling";Partial response channels;Discrete event simulation;Multiprocessor interconnection networks;Network topology;Routing;Packet switching;Communication switching;Telecommunication traffic;"Traffic control"","""",""8"","""",""44"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;
"Practical algorithms for selection on coarse-grained parallel computers,""I. Al-Furiah"; S. Aluru; S. Goil;" S. Ranka"",""School of Computer and Information Science, Syracuse University, Syracuse, NY, USA"; Department of Computer Science, New Mexico State University, Las Cruces, NM, USA; Department of Computer Science, Northwestern University, Evanston, IL, USA;" School of Computer and Information Science and Engineering, University of Florida, Gainesville, FL, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1997"",""8"",""8"",""813"",""824"",""In this paper, we consider the problem of selection on coarse-grained distributed memory parallel computers. We discuss several deterministic and randomized algorithms for parallel selection. We also consider several algorithms for load balancing needed to keep a balanced distribution of data across processors during the execution of the selection algorithms. We have carried out detailed implementations of all the algorithms discussed on the CM-5 and report on the experimental results. The results clearly demonstrate the role of randomization in reducing communication overhead."",""1558-2183"","""",""10.1109/71.605768"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=605768"","""",""Concurrent computing";Distributed computing;Iterative algorithms;Load management;Hypercubes;Parallel algorithms;Partitioning algorithms;Multidimensional systems;Computer Society;"Application software"","""",""6"","""",""25"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;
"RAID5 performance with distributed sparing,""A. Thomasian";" Jai Menon"",""IBM Thomas J. Watson Research Center, Hawthorne, NY, USA";" IBM Almaden Research Center, San Jose, CA, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1997"",""8"",""6"",""640"",""657"",""Distributed sparing is a method to improve the performance of RAID5 disk arrays with respect to a dedicated sparing system with N+2 disks (including the spare disk), since it utilizes the bandwidth of all N+2 disks. We analyze the performance of RAID5 with distributed sparing in normal mode, degraded mode, and rebuild mode in an OLTP environment, which implies small reads and writes. The analysis in normal mode uses an M/G/1 queuing model, which takes into account the components of disk service time. In degraded mode, a low-cost approximate method is developed to estimate the mean response time of fork-join requests resulting from accesses to recreate lost data on the failed disk. Rebuild mode performance is analyzed by considering an M/G/1 vacationing server model with multiple vacations of different types to take into account differences in processing requirements for reading the first and subsequent tracks. An iterative solution method is used to estimate the mean response time of disk requests, as well as the time to read each disk, which is shown to be quite accurate through validation against simulation results. We next compare RAID5 performance in a system (1) without a cache"; (2) with a cache;" and (3) with a nonvolatile storage (NVS) cache. The last configuration, in addition to improved read response time due to cache hits, provides a fast-write capability, such that dirty blocks can be destaged asynchronously and at a lower priority than read requests, resulting in an improvement in read response time. The small write penalty is also reduced due to the possibility of repeated writes to dirty blocks in the cache and by taking advantage of disk geometry to efficiently destage multiple blocks at a time."",""1558-2183"","""",""10.1109/71.595583"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=595583"","""",""Degradation";Delay;Queueing analysis;Bandwidth;Performance analysis;Cache storage;Fault tolerance;Automatic control;Iterative methods;"Geometry"","""",""83"",""10"",""38"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;
"Recovery analysis of data sharing systems under deferred dirty page propagation policies,""A. Dan"; P. S. Yu;" A. Jhingran"",""IBM Research Division, IBM Thomas J. Watson Research Center, Hawthorne, NY, USA"; IBM Research Division, IBM Thomas J. Watson Research Center, Hawthorne, NY, USA;" NA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1997"",""8"",""7"",""695"",""711"",""In a multinode data sharing environment, different buffer coherency control schemes based on various lock retention mechanisms can be designed to exploit the concept of deferring the propagation or writing of dirty pages to disk to improve normal performance. Two types of deferred write policies are considered. One policy only propagates dirty pages to disk at the times when dirty pages are flushed out of the buffer under LRU buffer replacement. The other policy also performs writes at the times when dirty pages are transferred across nodes. The dirty page propagation policy can have significant implications on the database recovery time. In this paper, we provide an analytical modeling framework for the analysis of the recovery times under the two deferred write policies. We demonstrate how these policies can be mapped onto a unified analytic modeling framework. The main challenge in the analysis is to obtain the pending update count distribution which can be used to determine the average numbers of log records and data I/Os needed to be applied during recovery. The analysis goes beyond previous work on modeling buffer hit probability in a data sharing system where only the average buffer composition, not the distribution, needs to be estimated, and recovery analysis in a single node environment where the complexities on tracking the propagation of dirty pages across nodes and the buffer invalidation effect do not appear."",""1558-2183"","""",""10.1109/71.598345"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=598345"","""",""Data analysis";Performance analysis;Costs;Control systems;Coupled mode analysis;Database systems;Writing;Analytical models;Availability;"Prototypes"","""",""3"","""",""41"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;
"Reducing communication latency with path multiplexing in optically interconnected multiprocessor systems,""Chunming Qiao";" R. Melhem"",""Department of Electrical and Computer Engineering, State University of New York, University at Buffalo, Buffalo, NY, USA";" Department of Computer Science, University of Pittsburgh, Pittsburgh, PA, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1997"",""8"",""2"",""97"",""108"",""Reducing communication latency, which is a performance bottleneck in optically interconnected multiprocessor systems, is of prominent importance. A conventional approach for establishing connections in multiplexed networks uses a set of independent time slots (or virtual channels) along a path for each connection. This approach requires the use of switching devices capable of interchanging time slots, and thus introduces latency in addition to hardware and control complexity. We propose an approach to all-optical time division multiplexed (TDM) communications in multiprocessor systems. The idea is to establish a connection along a path using a set of time slots (or virtual channels) that are dependent on each other, so that no time slot interchanging is required. We compare the proposed approach with the conventional one in terms of the overall communication latency. We found that, despite the possibility that establishing a connection may take a longer time, the proposed approach will result in lower overall communication latency as it eliminates the delays introduced by the time slot interchanging switching devices."",""1558-2183"","""",""10.1109/71.577249"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=577249"","""",""Delay";Optical interconnections;Multiprocessing systems;Time division multiplexing;Integrated circuit interconnections;WDM networks;Communication switching;Communication system control;Computer Society;"Telecommunication switching"","""",""21"","""",""37"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;
"Relationships between efficiency and execution time of full multigrid methods on parallel computers,""I. Martin";" F. Tirado"",""Departamento de Informática y Automática, Faculty CC., Físicas, Universidad Complutense de Madrid, Madrid, Spain";" Departamento de Informática y Automática, Faculty CC., Físicas, Universidad Complutense de Madrid, Madrid, Spain"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1997"",""8"",""6"",""562"",""573"",""The large number of processing elements in current parallel systems necessitates the development of more comprehensive and realistic tools for the scalability analysis of algorithms on those architectures. This paper presents a simple analytical tool with which to study the scalability of parallel algorithm-architecture combinations. Our practical method studies separately execution time, efficiency, and memory usage in the accuracy-critical scaling model, where the problem size-input data set size-increases with the number of processors, which is the relevant one in many situations. The paper defines quantitative and qualitative measurements of the scalability and derives important relationships between execution time and efficiency. For example, results show that the best way to scale the system (to deteriorate as little as possible the properties of the system) is by maintaining constant execution time. These analytical results are verified with one candidate application for massive parallel computers: the full multigrid method. We study the scalability of a general d-dimensional full multigrid method on an r-dimensional mesh of processors. The analytical expressions are verified through experimental results obtained by implementing the full multigrid method on a Transputer-based machine and on the CRAY T3D."",""1558-2183"","""",""10.1109/71.595573"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=595573"","""",""Multigrid methods";Concurrent computing;Scalability;Algorithm design and analysis;Application software;High performance computing;Computer architecture;Time measurement;Parallel algorithms;"Performance analysis"","""",""20"",""1"",""23"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;
"Scalable global and local hashing strategies for duplicate pruning in parallel A* graph search,""N. R. Mahapatra";" S. Dutt"",""Department of Electrical and Computer Engineering, State University of New York, University at Buffalo, Buffalo, NY, USA";" Department of Electrical Engineering and Computer Science, University of Illinois, Chicago, Chicago, IL, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1997"",""8"",""7"",""738"",""756"",""For many applications of the A* algorithm, the state space is a graph rather than a tree. The implication of this for parallel A* algorithms is that different processors may perform significant duplicated work if interprocessor duplicates are not pruned. In this paper, we consider the problem of duplicate pruning in parallel A* graph-search algorithms implemented on distributed-memory machines. A commonly used method for duplicate pruning uses a hash function to associate with each distinct node of the search space a particular processor to which duplicate nodes arising in different processors are transmitted and thereby pruned. This approach has two major drawbacks. First, load balance is determined solely by the hash function. Second, node transmissions for duplicate pruning are global";" this can lead to hot spots and slower message delivery. To overcome these problems, we propose two different duplicate pruning strategies: 1) To achieve good load balance, we decouple the task of duplicate pruning from load balancing, by using a hash function for the former and a load balancing scheme for the latter. 2) A novel search-space partitioning scheme that allocates disjoint parts of the search space to disjoint subcubes in a hypercube (or disjoint processor groups in the target architecture), so that duplicate pruning is achieved with only intrasubcube or adjacent intersubcube communication. Thus message latency and hot-spot probability are greatly reduced. The above duplicate pruning schemes were implemented on an nCUBE2 hypercube multicomputer to solve the Traveling Salesman Problem (TSP). For uniformly distributed intercity costs, our strategies yield a speedup improvement of 13 to 35 percent on 1,024-processors over previous methods that do not prune any duplicates, and 13 to 25 percent over the previous hashing-only scheme. For normally distributed data the corresponding figures are 135 percent and 10 to 155 percent. Finally, we analyze the scalability of our parallel A* algorithms on k-ary n-cube networks in terms of the isoefficiency metric, and show that they have isoefficiency lower and upper bounds of /spl Theta/(P log P) and /spl Theta/(Pkn/sup 2/), respectively."",""1558-2183"","""",""10.1109/71.598348"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=598348"","""",""Load management";Hypercubes;State-space methods;Tree graphs;Delay;Traveling salesman problems;Costs;Algorithm design and analysis;Scalability;"Upper bound"","""",""17"",""6"",""28"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;
"Scalable parallel implementations of list ranking on fine-grained machines,""J. N. Patel"; A. A. Khokhar;" L. H. Jamieson"",""Advanced Technologies Division, Oracle Corporation, Redwood Shores, CA, USA"; Department of Electrical and Computer Engineering, University of Delaware, Newark, DE, USA;" School of Electrical and Computer Engineering, Purdue University, West Lafayette, IN, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1997"",""8"",""10"",""1006"",""1018"",""We present analytical and experimental results for fine-grained list ranking algorithms. We compare the scalability of two representative algorithms on random lists, then address the question of how the locality properties of image edge lists can be used to improve the performance of this highly data-dependent operation. Starting with Wyllie's algorithm and Anderson and Miller's randomized algorithm as bases, we use the spatial locality of edge links to derive scalable algorithms designed to exploit the characteristics of image edges. Tested on actual and synthetic edge data, this approach achieves significant speedup on the MasPar MP-1 and MP-2, compared to the standard list ranking algorithms. The modified algorithms exhibit good scalability and are robust across a wide variety of image types. We also show that load balancing on fine grained machines performs well only for large problem to machine size ratios."",""1558-2183"","""",""10.1109/71.629484"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=629484"","""",""Scalability";Computer vision;Parallel machines;Pixel;Algorithm design and analysis;Image processing;Testing;Robustness;Load management;"Parallel algorithms"","""",""22"","""",""12"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;
"Scheduling data-flow graphs via retiming and unfolding,""Liang-Fang Chao";" E. Hsing-Mean Sha"",""Department of Electrical and Computer Engineering, Iowa State University, Ames, IA, USA";" Department of Computer Science and Engineering, University of Notre Dame, Notre Dame, IN, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1997"",""8"",""12"",""1259"",""1267"",""Loop scheduling is an important problem in parallel processing. The retiming technique reorganizes an iteration";" the unfolding technique schedules several iterations together. We combine these two techniques to obtain a static schedule with a reduced average computation time per iteration. We first prove that the order of retiming and unfolding is immaterial for scheduling a data-flow graph (DFG). From this nice property, we present a polynomial-time algorithm on the original DFG, before unfolding, to find the minimum-rate static schedule for a given unfolding factor. For the case of a unit-time DFG, efficient checking and retiming algorithms are presented."",""1558-2183"","""",""10.1109/71.640018"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=640018"","""",""Processor scheduling";Iterative algorithms;Parallel processing;Scheduling algorithm;Delay;Digital signal processing;Chaos;Polynomials;Very large scale integration;"High level synthesis"","""",""67"","""",""14"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;
"Shared-memory parallelization of the data association problem in multitarget tracking,""R. L. Popp"; K. R. Pattipati; Y. Bar-Shalom;" R. A. Ammar"",""BBN Systems and Technologies Corporation, Cambridge, MA, USA"; Department of Electrical and Systems Engineering, University of Connecticut, Storrs, CT, USA; Department of Electrical and Systems Engineering, University of Connecticut, Storrs, CT, USA;" Department of Computer Science and Engineering, University of Connecticut, Storrs, CT, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1997"",""8"",""10"",""993"",""1005"",""The focus of this paper is to present the results of our investigation and evaluation of various shared-memory parallelizations of the data association problem in multitarget tracking. The multitarget tracking algorithm developed was for a sparse air traffic surveillance problem, and is based on an Interacting Multiple Model (IMM) state estimator embedded into the (2D) assignment framework. The IMM estimator imposes a computational burden in terms of both space and time complexity, since more than one filter model is used to calculate state estimates, covariances, and likelihood functions. In fact, contrary to conventional wisdom, for sparse multitarget tracking problems, we show that the assignment (or data association) problem is not the major computational bottleneck. Instead, the interface to the assignment problem, namely, computing the rather numerous gating tests and IMM state estimates, covariance calculations, and likelihood function evaluations (used as cost coefficients in the assignment problem), is the major source of the workload. Using a measurement database based on two FAA air traffic control radars, we show that a """"coarse-grained"""" (dynamic) parallelization across the numerous tracks found in a multitarget tracking problem is robust, scalable, and demonstrates superior computational performance to previously proposed """"fine-grained"""" (static) parallelizations within the IMM."",""1558-2183"","""",""10.1109/71.629483"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=629483"","""",""Radar tracking";State estimation;Traffic control;Surveillance;Filters;Computer interfaces;Testing;Cost function;Databases;"FAA"","""",""9"",""1"",""26"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;
"Solving an algebraic path problem and some related graph problems on a hyper-bus broadcast network,""Horng-Ren Tsai"; Shi-Jinn Horng; Shun-Shan Tsai; Tzong-Wann Kao;" Shung-Shing Lee"",""Department of Information Management, Overseas Chinese College of Commerce, Taichung, Taiwan"; Department of Electrical Engineering, National Taiwan University of Science and Technology, Taipei, Taiwan; Department of Electrical Engineering, National Taiwan University of Science and Technology, Taipei, Taiwan; Department of Electronic Engineering, Kuang Wu Institute of Technology and Commerce, Taipei, Taiwan;" Department of Electronic Engineering, Fu Shin Institute of Technology and Commerce, I-Lan, Taiwan"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1997"",""8"",""12"",""1226"",""1235"",""The parallel computation model upon which the proposed algorithms are based is the hyper-bus broadcast network. The hyper-bus broadcast network consists of processors which are connected by global buses only. Based on such an improved architecture, we first design two O(1) time basic operations for finding the maximum and minimum of N numbers each of size O(log N)-bit and computing the matrix multiplication operation of two N/spl times/N matrices, respectively. Then, based on these two basic operations, three of the most important instances in the algebraic path problem, the connectivity problem, and several related problems are all solved in O(log N) time. These include the all-pair shortest paths, the minimum-weight spanning tree, the transitive closure, the connected component, the biconnected component, the articulation point, and the bridge problems, either in an undirected or a directed graph, respectively."",""1558-2183"","""",""10.1109/71.640014"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=640014"","""",""Broadcasting";Computer networks;Concurrent computing;Tree graphs;Bridges;Graph theory;Parallel processing;Computational modeling;Power system modeling;"Very large scale integration"","""",""4"","""",""28"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;
"Sorting, selection, and routing on the array with reconfigurable optical buses,""S. Rajasekaran";" S. Sahni"",""Department of Computer and Information Science and Engineering, University of Florida, Gainesville, FL, USA";" Department of Computer and Information Science and Engineering, University of Florida, Gainesville, FL, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1997"",""8"",""11"",""1123"",""1132"",""In this paper, we present efficient algorithms for sorting, selection, and packet routing on the AROB (Array with Reconfigurable Optical Buses) model. One of our sorting algorithms sorts n general keys in O(1) time on an AROB of size n/sup /spl epsiv///spl times/n for any constant /spl epsiv/>0. We also show that selection from out of n elements can be done in randomized O(1) time employing n processors. Our routing algorithm can route any h-relation in randomized O(h) time. All these algorithms are clearly optimal."",""1558-2183"","""",""10.1109/71.642947"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=642947"","""",""Optical arrays";Sorting;Routing;Counting circuits;Optical switches;Optical computing;Optical fiber networks;Optical waveguides;Optical pulses;"Delay"","""",""48"","""",""31"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;
"Statistical real-time channels on multiaccess bus networks,""Chih-Che Chou";" K. G. Shin"",""Real-Time Computing Laboratory, Department of Electrical Engineering and Computer Science, University of Michigan, Ann Arbor, MI, USA";" Real-Time Computing Laboratory, Department of Electrical Engineering and Computer Science, University of Michigan, Ann Arbor, MI, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1997"",""8"",""8"",""769"",""780"",""Real-time communication with performance guarantees is expected to become an important and necessary feature of future computer networks. In this paper, we present a scheme which can provide real-time communication services with both absolute and statistical performance guarantees on multiaccess bus networks for given input traffic characteristics and performance requirements. The proposed scheme reserves network bandwidth for real-time connections according to their needs. It also allows for independent addition and deletion of real-time connections while preserving existing guarantees. Our extensive simulation results for motion video communication have shown the proposed scheme to outperform the other well-known schemes."",""1558-2183"","""",""10.1109/71.605764"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=605764"","""",""Telecommunication traffic";Real time systems;Application software;Hardware;Joining processes;Computer networks;Bandwidth;Multimedia systems;Computer integrated manufacturing;"Traffic control"","""",""18"","""",""32"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;
"Synthesizing variable instruction issue interpreters for implementing functional parallelism on SIMD computers,""N. B. Abu-Ghazaleh"; P. A. Wilsey; Xianzhi Fan;" D. A. Hensgen"",""Department of ECECS, University of Cincinnati, Cincinnati, OH, USA"; Department of ECECS, University of Cincinnati, Cincinnati, OH, USA; NA;" Department of Computer Science, Naval Postgraduate School, Monterrey, CA, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1997"",""8"",""4"",""412"",""423"",""Functional parallelism can be supported on SIMD machines by interpretation. Under such a scheme, the programs and data of each task are loaded on the processing elements (PEs) and the Control Unit of the machine executes a central control algorithm that causes the concurrent interpretation of the tasks on the PEs. The central control algorithm is, in many respects, analogous to the control store program on microprogrammed machines. Accordingly, the organization of the control algorithm greatly influences the performance of the synthesized MIMD environment. Most central control algorithms are constructed to interpret the execution phase of all instructions during every cycle (iteration). However, it is possible to delay the interpretation of infrequent and costly instructions to improve the overall performance. Interpreters that attempt improved performance by delaying the issue of infrequent instructions are referred to as variable issue control algorithms. This paper examines the construction of optimized variable issue control algorithms. In particular, a mathematical model for the interpretation process is built and two objective functions (instruction throughput and PE utilization) are defined. The problem of deriving variable issue control algorithms for these objective functions has been shown elsewhere to be NP-complete. Therefore, this paper investigates three heuristic algorithms for constructing near optimal variable issue control algorithms. The performance of the algorithms is studied on four different instruction sets and the trends of the schedulers with respect to the instruction sets and the objective functions are analyzed."",""1558-2183"","""",""10.1109/71.588621"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=588621"","""",""Centralized control";Delay;Instruction sets;Mathematical model;Throughput;Heuristic algorithms;Optimal control;Scheduling algorithm;Performance analysis;"Algorithm design and analysis"","""",""5"","""",""33"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;
"The cross product of interconnection networks,""K. Day";" A. . -E. Al-Ayyoub"",""Computer Science Department, Sultan Qaboos University, Oman";" Computer Science Department, University of Bahrain, Bahrain"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1997"",""8"",""2"",""109"",""118"",""We study the cross product as a method for generating and analyzing interconnection network topologies for multiprocessor systems. Consider two interconnection graphs G/sub 1/ and G/sub 2/ each with some established properties such as symmetry, low degree and diameter, scalability, simple optimal routing, recursive structure (partitionability), fault tolerance, existence of node-disjoint paths, low cost embedding, and efficient broadcasting. We investigate and evaluate the corresponding properties for the cross product of G/sub 1/ and G/sub 2/ based on the properties of G/sub 1/ and those of G/sub 2/. We also give a mathematical characterization of product families of graphs which are closed under the cross product operation. This investigation is useful in two ways. On one hand, it gives a new tool for further studying some of the known interconnection topologies, such as the hypercube and the mesh, which can be defined using the cross product operation. On the other hand, it can be used in defining and evaluating new interconnection graphs using the cross product operation on known topologies."",""1558-2183"","""",""10.1109/71.577251"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=577251"","""",""Multiprocessor interconnection networks";Network topology;Broadcasting;Hypercubes;Routing;Scalability;Fault tolerance;Tree graphs;Multiprocessing systems;"Binary trees"","""",""66"",""1"",""21"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;
"The performance of the Cedar multistage switching network,""J. Torrellas";" Zheng Zhang"",""Center for Supercomputing, Research and Development, University of Illinois, Urbana-Champaign, Urbana-Champaign, IL, USA";" Center for Supercomputing, Research and Development, University of Illinois, Urbana-Champaign, Urbana-Champaign, IL, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1997"",""8"",""4"",""321"",""336"",""While multistage switching networks for vector multiprocessors have been studied extensively, detailed evaluations of their performance are rare. Indeed, analytical models, simulations with pseudosynthetic loads, studies focused on average-value parameters, and measurements of networks disconnected from the machine, all provide limited information. In this paper, instead, we present an in-depth empirical analysis of a multistage switching network in a realistic setting: We use hardware probes to examine the performance of the omega network of the Cedar shared-memory machine executing real applications. The machine is configured with 16 vector processors. The analysis suggests that the performance of multistage switching networks is limited by traffic nonuniformities. We identify two major nonuniformities that degrade Cedar's performance and are likely to slow down other networks too. The first one is the contention caused by the return messages in a vector access as they converge from the memories to one processor port. This traffic convergence penalizes vector reads and, more importantly, causes tree saturation. The second nonuniformity is the uneven contention delays induced by a relatively fair scheme to resolve message collisions. Based on our observations, we argue that intuitive optimizations for multistage switching networks may not be the most cost-effective ones. Instead, we suggest changes to increase the network bandwidth at the root of the traffic convergence tree and to delay traffic convergence up until the final stages of the network."",""1558-2183"","""",""10.1109/71.588598"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=588598"","""",""Telecommunication traffic";Convergence;Analytical models;Performance analysis;Hardware;Probes;Vector processors;Degradation;Delay;"Road accidents"","""",""10"","""",""23"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;
"Time-optimal domain-specific querying on enhanced meshes,""V. Bokka"; H. Gurla; S. Olariu; J. L. Schwing;" L. Wilson"",""Department of Computer Science, Old Dominion University, Norfolk, VA, USA"; Department of Computer Science, Old Dominion University, Norfolk, VA, USA; Department of Computer Science, Old Dominion University, Norfolk, VA, USA; Department of Computer Science, Old Dominion University, Norfolk, VA, USA;" Department of Computer Science, Old Dominion University, Norfolk, VA, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1997"",""8"",""1"",""13"",""24"",""Query processing is a crucial component of various application domains including information retrieval, database design and management, pattern recognition, robotics, and VLSI. Many of these applications involve data stored in a matrix satisfying a number of properties. One property that occurs time and again specifies that the rows and the columns of the matrix are independently sorted. It is customary to refer to such a matrix as sorted. An instance of the batched searching and ranking problem (BSR) involves a sorted matrix A of items from a totally ordered universe, along with a collection Q of queries. Q is an arbitrary mix of the following query types: for a search query q/sub j/, one is interested in an item of A that is closest to q/sub j/"; for a rank query q/sub j/ one is interested in the number of items of A that are strictly smaller than q/sub j/. The BSR problem asks for solving all queries in Q. The authors consider the BSR problem in the following context: the matrix A is pretiled, one item per processor, onto an enhanced mesh of size /spl radic/n/spl times//spl radic/n;" the m queries are stored, one per processor, in the first m//spl radic/n~ columns of the platform. Their main contribution is twofold. First, they show that any algorithm that solves the BSR problem must take at least /spl Omega/(max{logn, /spl radic/m}) time in the worst case. Second, they show that this time lower bound is tight on meshes of size /spl radic/n/spl times//spl radic/n enhanced with multiple broadcasting, by exhibiting an algorithm solving the BSR problem in /spl Theta/(max{logn, /spl radic/m}) time on such a platform."",""1558-2183"","""",""10.1109/71.569651"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=569651"","""",""Very large scale integration";Broadcasting;Pattern recognition;Information retrieval;Algorithm design and analysis;Parallel robots;Robot vision systems;Image processing;Computer graphics;"Computer architecture"","""",""6"","""",""36"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;
