"Generalized measures of fault tolerance in n-cube networks,""A. D. Oh";" H. . -A. Choi"",""Dept. of Math., St Mary's Coll. of Mayland, St. Mary's City, MD, USA";" NA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1993"",""4"",""6"",""702"",""703"",""It is shown that for a given p (1<p<or=n), the n-cube network can tolerate up to p2/sup (n-p)/-1 processor failures and remains connected provided that at most p neighbors of any nonfaulty processor are allowed to fail. This generalizes the result for p=n-1, obtained by A.-M Esfahanian (1989). It is also shown that the n-cube network with n>or=5 remains connected provided that at most two neighbors of any processor are allowed to fail.<<ETX>>"",""1558-2183"","""",""10.1109/71.242153"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=242153"","""",""Fault tolerance";Intelligent networks;Failure analysis;Network topology;Time measurement;Optical computing;Fault tolerant systems;Context modeling;Mathematics;"Cities and towns"","""",""54"","""",""5"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;
"HARP: an open architecture for parallel matrix and signal processing,""E. M. Dowling"; Z. Fu;" R. S. Drafz"",""Erik Jonsson School of Engineering and Computer Science, University of Texas, Dallas, Richardson, TX, USA"; Erik Jonsson School of Engineering and Computer Science, University of Texas, Dallas, Richardson, TX, USA;" Texas Instruments, Inc., Dallas, TX, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1993"",""4"",""10"",""1081"",""1091"",""Describes and analyzes the Hybrid Array Ring Processor (HARP) architecture. The HARP is an application specific architecture built around a host processor, shared memory, and a set of memory mapped processing cells that are connected both into an open backplane and a bidirectional systolic ring. The architecture is analyzed through detailed simulation of a system implementation based on the Texas Instruments TMS34082 floating point RISC. A bus controller is designed that provides a tightly coupled DMA function that accelerates systolic communication and supports new interleaved transparent communications and reduced overhead message passing. The architecture is benchmarked with the matrix multiplication, FFT, QRD, and SVD algorithms.<>"",""1558-2183"","""",""10.1109/71.246070"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=246070"","""",""Signal processing";Signal processing algorithms;Computer architecture;Very large scale integration;Hardware;Algorithm design and analysis;Instruments;Reduced instruction set computing;Array signal processing;"Partitioning algorithms"","""","""","""",""30"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;
"Image shrinking and expanding on a pyramid,""J. . -F. Jenq";" S. Sahni"",""Departments of Physics, Mathematics, and Computer Science, Tennessee State University, Nashville, TN, USA";" Department of Computer and Information Science, University of Florida, Gainesville, FL, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1993"",""4"",""11"",""1291"",""1296"",""Develops two algorithms to perform the q step shrinking and expanding of an N*N binary image on a pyramid computer with an N*N base. The time complexity of both algorithms is O( square root q). However, one uses O( square root q) space per processor, while the per-processor space requirement of the other is O(1).<>"",""1558-2183"","""",""10.1109/71.250106"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=250106"","""",""Pixel";Physics;Mathematics;Computer science;Tree data structures;Hypercubes;"Equations"","""",""16"","""",""5"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;
"Improving memory utilization in cache coherence directories,""D. J. Lilja";" P. . -C. Yew"",""Dept. of Electr. Eng., Minnesota Univ., Minneapolis, MN, USA";" Center for Supercomputing Research and Development, University of Illinois, Urbana, IL, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1993"",""4"",""10"",""1130"",""1146"",""Efficiently maintaining cache coherence is a major problem in large-scale shared memory multiprocessors. Hardware directory coherence schemes have very high memory requirements, while software-directed schemes must rely on imprecise compile-time memory disambiguation. Recently proposed dynamically tagged directory schemes allocate pointers to blocks only as they are referenced, which significantly reduces their memory requirements, but they still allocate pointers to blocks that do not need them. The authors present two compiler optimizations that exploit the high-level sharing information available to the compiler to further reduce the size of a tagged directory by allocating pointers only when necessary. Trace-driven simulations are used to show that the performance of this combined hardware-software approach is comparable to other coherence schemes, but with significantly lower memory requirements. In addition, these simulations suggest that this approach is less sensitive to the quality of the memory disambiguation and interprocedural analysis performed by the compiler than software-only coherence schemes.<>"",""1558-2183"","""",""10.1109/71.246074"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=246074"","""",""Hardware";Optimizing compilers;Multiprocessor interconnection networks;NASA;Large-scale systems;Software performance;Analytical models;Performance analysis;Research and development;"US Department of Energy"","""",""6"",""8"",""36"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;
"Language portability across shared memory multiprocessors,""G. Alaghband"; M. S. Benten; R. Jakob; H. F. Jordan;" A. V. Ramanan"",""Department of Computer Science and Engineering, University of Colorado, Denver, CO, USA"; Department of Computer Engineering, King Fahd University, Dhahran, Saudi Arabia; Department of Electrical and Computer Engineering, University of Colorado, Boulder, CO, USA; Department of Electrical and Computer Engineering, University of Colorado, Boulder, CO, USA;" Department of Electrical and Computer Engineering, University of Colorado, Boulder, CO, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1993"",""4"",""9"",""1064"",""1072"",""Explains why the Force parallel programming language has been easily portable between eight different shared memory multiprocessors. The authors show how a two-layer macro processor allows them to hide machine dependencies and to build machine-independent high-level language constructs. The importance of packaging low-level synchronization operations is demonstrated by a proof of mutual exclusion for asynchronous variable operations. The Force constructs enable one to write portable parallel programs largely independent of the number of processes executing them.<>"",""1558-2183"","""",""10.1109/71.243532"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=243532"","""",""Parallel processing";Processor scheduling;Timing;Testing;Scheduling algorithm;Prototypes;Difference equations;Decision trees;"Parallel programming"","""","""","""",""24"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;
"Latin squares for parallel array access,""K. Kim";" V. K. Prasanna"",""Computer Research Department, Electronics and Telecommunications Research Institute, Daejeon, South Korea";" Department of Electrical Engineering-Systems, University of Southern California, Los Angeles, CA, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1993"",""4"",""4"",""361"",""370"",""A parallel memory system for efficient parallel array access using perfect latin squares as skewing functions is discussed. Simple construction methods for building perfect latin squares are presented. The resulting skewing scheme provides conflict free access to several important subsets of an array. The address generation can be performed in constant time with simple circuitry. The skewing scheme can provide constant time access to rows, columns, diagonals, and N/sup 1/2/*N/sup 1/2/ subarrays of an N*N array with maximum memory utilization. Self-routing Benes networks can be used to realize the permutations needed between the processing elements and the memory modules. Two skewing schemes that provide conflict free access to three-dimensional arrays are also discussed. Combined with self-routing Benes networks, these schemes provide efficient access to frequently used subsets of three-dimensional arrays.<>"",""1558-2183"","""",""10.1109/71.219753"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=219753"","""",""Bandwidth";Multiprocessor interconnection networks;Concurrent computing;High performance computing;Buildings;Routing;Computer architecture;"Cities and towns"","""",""46"",""1"",""30"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;
"Load balancing requirements in parallel implementations of image feature extraction tasks,""D. Gerogiannis";" S. C. Orphanoudakis"",""Daimler Benz Systems Technology Research, Berlin, Germany";" Department of Computer Science, Institute of Computer Science, University of Crete, Heraklion, Greece"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1993"",""4"",""9"",""994"",""1013"",""Load balancing requirements in parallel image analysis are considered and results on the performance of parallel implementations of two image feature extraction tasks on the Connection Machine and the iPSC/2 hypercube are reported and discussed. A load redistribution algorithm, which makes use of parallel prefix operations and one-to-one permutations among the processors, is described and has been used. The expected improvement in performance resulting from load balancing has been determined analytically and is compared to actual performance results obtained from the above implementations. The analytical results demonstrate the specific dependence of the expected improvement in performance on the computational and communication requirements of each task, characteristic machine parameters, a characterization of prior load distribution in terms of parameters which can be computed dynamically at the start of task execution, and the overhead incurred by load redistribution.<>"",""1558-2183"","""",""10.1109/71.243527"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=243527"","""",""Load management";Feature extraction;Image analysis;Parallel machines;Distributed computing;Computer vision;Concurrent computing;Performance analysis;Machine vision;"Data structures"","""",""34"","""",""37"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;
"Loop coalescing and scheduling for barrier MIMD architectures,""M. T. O'Keefe";" H. G. Dietz"",""Department of Electrical Engineering, University of Minnesota, Minneapolis, MN, USA";" School of Electrical Engineering, Purdue University, West Lafayette, IN, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1993"",""4"",""9"",""1060"",""1064"",""Barrier MIMD's are asynchronous multiple instruction stream, multiple data stream architectures capable of parallel execution of variable execution time instructions and arbitrary control flow (e.g., while loops and calls)";" however, they differ from conventional MIMD's in that the need for run-time synchronization is significantly reduced. The authors consider the problem of scheduling nested loop structures on a barrier MIMD. The basic approach employs loop coalescing, a technique for transforming a multiply-nested loop into a single loop. Loop coalescing is extended to nested triangular loops, in which inner loop bounds are functions of outer loop indices. In addition, a more efficient scheme to generate the original loop indices from the coalesced index is proposed for the case of constant loop bounds. These results are general, and can be applied to extend previous work using loop coalescing techniques. The authors concentrate on using loop coalescing for scheduling barrier MIMDs, and show how previous work in loop transformations and linear scheduling theory can be applied to this problem.<>"",""1558-2183"","""",""10.1109/71.243531"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=243531"","""",""Processor scheduling";Synchronization;Hardware;Runtime;Optimizing compilers;Parallel machines;Clocks;Resumes;Scheduling algorithm;"Dynamic scheduling"","""",""7"","""",""17"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;
"Loop-level parallelism in numeric and symbolic programs,""J. R. Larus"",""Computer Sciences Department, University of Wisconsin, Madison, Madison, WI, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1993"",""4"",""7"",""812"",""826"",""A new technique for estimating and understanding the speed improvement that can result from executing a program on a parallel computer is described. The technique requires no additional programming and minimal effort by a program's author. The analysis begins by tracing a sequential program. A parallelism analyzer uses information from the trace to simulate parallel execution of the program. In addition to predicting parallel performance, the parallelism analyzer measures many aspects of a program's dynamic behavior. Measurements of six substantial programs are presented. These results indicate that the three symbolic programs differ substantially from the numeric programs and, as a consequence, cannot be automatically parallelized with the same compilation techniques.<>"",""1558-2183"","""",""10.1109/71.238302"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=238302"","""",""Parallel processing";Concurrent computing;Program processors;Size measurement;Computational modeling;Parallel programming;Writing;Data structures;Associate members;"Information analysis"","""",""28"",""3"",""24"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;
"Making compaction-based parallelization affordable,""T. Nakatani";" K. Ebcioglu"",""IBM Tokyo Research Laboratory, Yamato, Kanagawa, Japan";" IBM Thomas J. Watson Research Center, Yorktown Heights, NY, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1993"",""4"",""9"",""1014"",""1029"",""Compaction-based parallelization suffers from long compile time and large code size because of its inherent code explosion problem. If software pipelining is performed for loop parallelization along with compaction, as in the authors' compiler, the code explosion problem becomes more serious. The authors propose the software lookahead heuristic for use in software pipelining, which allows inter-basic-block movement of code within a prespecified number of operations, called the software lookahead window, on any path emanating from the currently processed instruction at compile time. Software lookahead enables instruction-level parallelism to be exploited in a much greater code area than a single basic block, but the lookahead region is still limited to a constant depth by means of a user-specifiable window, and thus code explosion is restricted. The proposed scheme has been implemented in the authors' VLIW parallelizing compiler. To study the code explosion problem and instruction-level parallelism for branch-intensive code, they compiled five AIX utilities: sort, fgrep, sed, yacc, and compress. It is demonstrated that the software lookahead heuristic effectively alleviates the code explosion problem while successfully extracting a substantial amount of inter-basic-block parallelism.<>"",""1558-2183"","""",""10.1109/71.243528"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=243528"","""",""Explosions";Pipeline processing;VLIW;Scheduling;Hardware;Software performance;Compaction;Prefetching;Laboratories;"Trademarks"","""",""15"",""1"",""25"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;
"Mtool: an integrated system for performance debugging shared memory multiprocessor applications,""A. J. Goldberg";" J. L. Hennessy"",""AT and T Bell Laboratories, Inc., Murray Hill, NJ, USA";" Computer Systems Laboratory, University of Stanford, Stanford, CA, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1993"",""4"",""1"",""28"",""40"",""The authors describe Mtool, a software tool for analyzing performance losses in shared memory parallel programs. Mtool augments a program with low overhead instrumentation which perturbs the program's execution as little as possible while generating enough information to isolate memory and synchronization bottlenecks. After running the instrumented version of the parallel program, the programmer can use Mtool's window-based user interface to view compute time, memory, and synchronization objects. The authors describe Mtool's low overhead instrumentation methods, memory bottleneck detection technique, and attention focusing mechanisms, contrast Mtool with other approaches, and offer a case study to demonstrate its effectiveness.<>"",""1558-2183"","""",""10.1109/71.205651"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=205651"","""",""Debugging";Instruments;Performance loss;Programming profession;Application software;Concurrent computing;Taxonomy;Parallel programming;Probes;"Time measurement"","""",""45"",""10"",""23"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;
"Multicast communication in multicomputer networks,""X. Lin";" L. M. Ni"",""Department of Computer Science, Michigan State University, East Lansing, MI, USA";" Department of Computer Science, Michigan State University, East Lansing, MI, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1993"",""4"",""10"",""1105"",""1117"",""Efficient routing of messages is a key to the performance of multicomputers. Multicast communication refers to the delivery of the same message from a source node to an arbitrary number of destination nodes. While multicast communication is highly demanded in many applications, most of the existing multicomputers do not directly support this service";" rather it is indirectly supported by multiple one-to-one or broadcast communications, which result in more network traffic and a waste of system resources. The authors study routing evaluation criteria for multicast communication under different switching technologies. Multicast communication in multicomputers is formulated as a graph theoretical problem. Depending on the evaluation criteria and switching technologies, they study three optimal multicast communication problems, which are equivalent to the finding of the following three subgraphs: optimal multicast path, optimal multicast cycle, and minimal Steiner tree, where the interconnection of a multicomputer defines a host graph. They show that all these optimization problems are NP-complete for the popular 2D-mesh and hypercube host graphs. Heuristic multicast algorithms for these routing problems are proposed.<>"",""1558-2183"","""",""10.1109/71.246072"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=246072"","""",""Multicast communication";Intelligent networks;Routing;Multicast algorithms;Communication switching;Topology;Telecommunication traffic;Hypercubes;Broadcasting;"Heuristic algorithms"","""",""139"","""",""38"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;
"Multinode broadcast in hypercubes and rings with randomly distributed length of packets,""E. A. Varvarigos";" D. P. Bertsekas"",""Laboratory for Information and Decision Systems, Massachusetts Institute of Technology, Cambridge, MA, USA";" Laboratory for Information and Decision Systems, Massachusetts Institute of Technology, Cambridge, MA, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1993"",""4"",""2"",""144"",""154"",""Multinode broadcast (MNB) in a hypercube and in a ring network of processors is considered. It is assumed that the lengths of the packets that are broadcast are not fixed, but are distributed according to some probabilistic rule, and the optimal times required to execute the MNB are compared for variable and for fixed packet lengths. For large hypercubes, it is shown, under very general probabilistic assumptions on the packet lengths, that the MNB is completed in essentially the same time as when the packet lengths are fixed. In particular, the MNB is completed by time (1+ delta )T/sub s/ with probability at least 1- epsilon , for any positive epsilon and delta , where T/sub s /is the optimal time required to execute the MNB when the packet lengths are fixed at their mean, provided that the size of the hypercube is large enough. In the case of the ring, it is proved that the average time required to execute a MNB when the packet lengths are exponentially distributed exceeds by a factor of ln n the corresponding time for the case there the packet lengths are fixed at their mean, where n is the number of nodes of the ring.<>"",""1558-2183"","""",""10.1109/71.207590"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=207590"","""",""Broadcasting";Hypercubes;Intelligent networks;Routing;Multiprocessing systems;Communication networks;"Joining processes"","""",""13"","""",""22"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;
"NETRA: a hierarchical and partitionable architecture for computer vision systems,""A. N. Choudhary"; J. H. Patel;" N. Ahuja"",""Department of Electrical and Computer Engineering, Syracuse University, Syracuse, NY, USA"; Center for Reliable and High Performance Computing, University of Illinois, Urbana-Champaign, Urbana, IL, USA;" Center for Reliable and High Performance Computing, University of Illinois, Urbana-Champaign, Urbana, IL, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1993"",""4"",""10"",""1092"",""1104"",""Computer vision is regarded as one of the most complex and computationally intensive problems. In general, a Computer Vision System (CVS) attempts to relate scene(s) in terms of model(s). A typical CVS employs algorithms from a very broad spectrum such as numerical, image processing, graph algorithms, symbolic processing, and artificial intelligence. The authors present a multiprocessor architecture, called """"NETRA,"""" for computer vision systems. NETRA is a highly flexible architecture. The topology of NETRA is recursively defined, and hence, is easily scalable from small to large systems. It is a hierarchical architecture with a tree-type control hierarchy. Its leaf nodes consists of a cluster of processors connected with a programmable crossbar with selective broadcast capability to provide the desired flexibility. The processors in clusters can operate in SIMD-, MIMD- or Systolic-like modes. Other features of the architecture include integration of limited data-driven computation within a primarily control flow mechanism, block-level control and data flow, decentralization of memory management functions, and hierarchical load balancing and scheduling capabilities. The paper also presents a qualitative evaluation and preliminary performance results of a cluster of NETRA.<>"",""1558-2183"","""",""10.1109/71.246071"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=246071"","""",""Computer architecture";Computer vision;Partitioning algorithms;Image processing;Artificial intelligence;Topology;Tree graphs;Broadcasting;Data flow computing;"Memory management"","""",""16"",""2"",""40"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;
"Network communication in edge-colored graphs: gossiping,""A. L. Liestman";" D. Richards"",""School of Computing Science, Simon Fraser University, Burnaby, BC, Canada";" Department of Computer Science, University of Virginia, Charlottesville, VA, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1993"",""4"",""4"",""438"",""445"",""A mechanism for scheduling communications in a network in which individuals exchange information periodically according to a fixed schedule is presented. A proper k edge-coloring of the network is considered to be a schedule of allowed communications such that an edge of color i can be used only at times i modulo k. Within this communication scheduling mechanism, the information exchange problem known as gossiping is considered. It is proved that there is a proper k edge-coloring such that gossip can be completed in a path of n edges in a certain time for n>or=k>or=1. Gossip can not be completed in such a path any earlier under any proper k edge-coloring. In any tree of bounded degree Delta and diameter d, gossip can be completed under a proper Delta edge-coloring in time ( Delta -1)d+1. In a k edge-colored cycle of n vertices, other time requirements of gossip are determined.<>"",""1558-2183"","""",""10.1109/71.219758"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=219758"","""",""Intelligent networks";Communication system control;Councils;"Computer science"","""",""19"","""",""12"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;
"On balancing sorting on a linear array,""Lin Yen-Chun"",""Department of Electronic Engineering, National Taiwan Institute of Technology, Taipei, Taiwan"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1993"",""4"",""5"",""566"",""571"",""A balanced parallel algorithm to sort a sequence of items on a linear array of processors is presented. The length of the sequence may be small to arbitrarily large. For a short sequence, the output of the sorted sequence begins at the step following the last input of the whole sequence. For an arbitrarily long sequence, the time complexity is optimal under realistic hardware conditions. A variation of the algorithm is also introduced. Both algorithms require far less local memory than that required by a different approach of balanced computation. Any number of balanced processors can be connected to deliver more computing power without increasing the memory size of each processor.<>"",""1558-2183"","""",""10.1109/71.224219"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=224219"","""",""Sorting";Bandwidth;Concurrent computing;Parallel processing;Hardware;Parallel algorithms;Velocity measurement;Time measurement;Algorithm design and analysis;"Councils"","""",""23"","""",""13"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;
"On job scheduling on a hypercube,""Y. Zhu";" M. Ahuja"",""Dept. of Comput. Sci., North Dakota State Univ., Fargo, ND, USA";" NA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1993"",""4"",""1"",""62"",""69"",""The problem of scheduling n independent jobs on an m-dimensional hypercube system to minimize the finish time is studied. Each job J/sub i/, where 1<or=i<or=n, is associated with a dimension d/sub i/ and a processing time t/sub i/, meaning that J/sub i/ needs a d/sub i/-dimensional subcube for t/sub i/ units of time. When job preemption is allowed, an O(n/sup 2/ log/sup 2/ n) time algorithm which can generate a minimum finish time schedule with at most min(n-2,2/sup m/-1) preemptions is obtained. When job preemption is not allowed, the problem is NP-complete. It is shown that a simple list scheduling algorithm called LDF can perform asymptotically optimally and has an absolute bound no worse than 2-1/2/sup m/. For the absolute bound, it is also shown that there is a lower bound (1+ square root 6)/2 approximately=1.7247 for a class of scheduling algorithms including LDF.<<ETX>>"",""1558-2183"","""",""10.1109/71.205653"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=205653"","""",""Hypercubes";Optimal scheduling;Scheduling algorithm;Processor scheduling;Computer science;Computer networks;Communication channels;"Neodymium"","""",""20"","""",""25"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;
"On process migration and load balancing in Time Warp,""D. W. Glazer";" C. Tropper"",""School of Computer Science, McGill University, Montreal, QUE, Canada";" School of Computer Science, McGill University, Montreal, QUE, Canada"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1993"",""4"",""3"",""318"",""327"",""A load balancing algorithm for a discrete event simulation executed under Time Warp is presented. The algorithm rests upon recent developments in active process migration, which permit the use of dynamic strategies. Dynamic load balancing allows for readjustments when resource requirements vary during simulation. It is also useful when initial resource predictions are unknown or incorrect. A simulated multiprocessor environment (PARALLEX) was developed in order to evaluate the algorithm. The results indicate that substantial performance gains may be realized with the algorithm.<>"",""1558-2183"","""",""10.1109/71.210814"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=210814"","""",""Load management";Clocks;Discrete event simulation;Time warp simulation;Computational modeling;Frequency;Performance gain;Optimization methods;Protocols;"Random processes"","""",""96"",""1"",""19"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;
"On the efficiency of parallel backtracking,""V. N. Rao";" V. Kumar"",""Department of Computer Sciences, University of Central Florida, Orlando, FL, USA";" Computer Science Department, University of Minnesota, Minneapolis, MN, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1993"",""4"",""4"",""427"",""437"",""Analytical models and experimental results concerning the average case behavior of parallel backtracking are presented. Two types of backtrack search algorithms are considered: simple backtracking, which does not use heuristics to order and prune search, and heuristic backtracking, which does. Analytical models are used to compare the average number of nodes visited in sequential and parallel search for each case. For simple backtracking, it is shown that the average speedup obtained is linear when the distribution of solutions is uniform and superlinear when the distribution of solutions is nonuniform. For heuristic backtracking, the average speedup obtained is at least linear, and the speedup obtained on a subset of instances is superlinear. Experimental results for many synthetic and practical problems run on various parallel machines that validate the theoretical analysis are presented.<>"",""1558-2183"","""",""10.1109/71.219757"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=219757"","""",""Analytical models";Algorithm design and analysis;Parallel machines;Artificial intelligence;Laboratories;High performance computing;Military computing;Computer science;"Heuristic algorithms"","""",""55"",""1"",""35"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;
"On the granularity and clustering of directed acyclic task graphs,""A. Gerasoulis";" T. Yang"",""Department of Computer Science, Rutgers University, New Brunswick, NJ, USA";" Department of Computer Science, Rutgers University, New Brunswick, NJ, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1993"",""4"",""6"",""686"",""701"",""The authors consider the impact of the granularity on scheduling task graphs. Scheduling consists of two parts, the processors assignment of tasks, also called clustering, and the ordering of tasks for execution in each processor. The authors introduce two types of clusterings: nonlinear and linear clusterings. A clustering is nonlinear if two parallel tasks are mapped in the same cluster otherwise it is linear. Linear clustering fully exploits the natural parallelism of a given directed acyclic task graph (DAG) while nonlinear clustering sequentializes independent tasks to reduce parallelism. The authors also introduce a new quantification of the granularity of a DAG and define a coarse grain DAG as the one whose granularity is greater than one. It is proved that every nonlinear clustering of a coarse grain DAG can be transformed into a linear clustering that has less or equal parallel time than the nonlinear one. This result is used to prove the optimality of some important linear clusterings used in parallel numerical computing.<>"",""1558-2183"","""",""10.1109/71.242154"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=242154"","""",""Processor scheduling";Gaussian processes;Clustering algorithms;Parallel processing;Computer architecture;Parallel architectures;Very large scale integration;Process design;Concurrent computing;"Partitioning algorithms"","""",""203"",""3"",""27"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;
"On-line control and deadlock-avoidance in a page-parallel multiprocessor rasterizer,""Y. Birk"",""Electrical Engineering Department, Technion-Israel Institute of Technology, Haifa, Israel"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1993"",""4"",""2"",""155"",""163"",""A rasterizer converts a document described in some page-description language into a sequence of full-page bitmaps (pagemaps), which can then be printed or displayed. The page-parallel rasterizer harnesses multiple processors to work on the same document, thereby permitting cost-effective high-speed rasterization of complex documents. Any given page is processed by a single processor, hence the name. For performance reasons, it is desirable to permit out-of-order rasterization as well as to share memory and computation results among the processors. However, this can result in deadlock. Online algorithms are presented for controlling the rasterizer so as to avoid deadlock without being overly restrictive. It is shown that previously proposed approaches for deadlock avoidance cannot be applied directly due to a special form of nonexclusive allocation of shared resources. A solution is given, thereby extending the applicability of deadlock avoidance. The approach should be useful in a variety of similar situations that may occur in other applications.<>"",""1558-2183"","""",""10.1109/71.207591"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=207591"","""",""System recovery";Image converters;Microprocessors;Out of order;Resource management;Parallel processing;Printers;Printing;Computer architecture;"Throughput"","""","""","""",""14"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;
"Optimal algorithms on the pipelined hypercube and related networks,""J. JaJa";" K. W. Ryu"",""Maryland Univ., College Park, MD, USA";" Maryland Univ., College Park, MD, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1993"",""4"",""5"",""582"",""591"",""Parallel algorithms for several important combinatorial problems such as the all nearest smaller values problem, triangulating a monotone polygon, and line packing are presented. These algorithms achieve linear speedups on the pipelined hypercube, and provably optimal speedups on the shuffle-exchange and the cube-connected-cycles for any number p of processors satisfying 1<or=p<or=n/((log/sup 3/n)(loglog n)/sup 2/), where n is the input size. The lower bound results are established under no restriction on how the input is mapped into the local memories of the different processors.<<ETX>>"",""1558-2183"","""",""10.1109/71.224210"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=224210"","""",""Hypercubes";Parallel algorithms;Particle separators;Associate members;Parallel processing;NIST;Computer science;Merging;Network topology;"Joining processes"","""",""3"","""",""22"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;
