"${\rm S}^{2}$-RAID: Parallel RAID Architecture for Fast Data Recovery,""J. Wan"; J. Wang; C. Xie;" Q. Yang"",""Wuhan National Laboratory For Optoelectronics, Huazhong University of Science and Technology, Wuhan, Hubei, China"; School of computer of science and technology, Huazhong University of Science and Technology, Wuhan, Hubei, China; Wuhan National Laboratory For Optoelectronics, Huazhong University of Science and Technology, Wuhan, Hubei, China;" Department of Electrical and Computer Engineering, University of Rhode Island, Kingston, RI, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""12 May 2014"",""2014"",""25"",""6"",""1638"",""1647"",""As disk volume grows rapidly with terabyte disk becoming a norm, RAID reconstruction process in case of a failure takes prohibitively long time. This paper presents a new RAID architecture, S2-RAID, allowing the disk array to reconstruct very quickly in case of a disk failure. The idea is to form skewed sub-arrays in the RAID structure so that reconstruction can be done in parallel dramatically speeding up data reconstruction process and hence minimizing the chance of data loss. We analyse the data recovery ability of this architecture and show its good scalability. A prototype S2-RAID system has been built and implemented in the Linux operating system for the purpose of evaluating its performance potential. Real world I/O traces including SPC, Microsoft, and a collection of a production environment have been used to measure the performance of S2-RAID as compared to existing baseline software RAID5, Parity Declustering, and RAID50. Experimental results show that our new S2-RAID speeds up data reconstruction time by a factor 2 to 4 compared to the traditional RAID. Meanwhile, S2-RAID keeps comparable production performance to that of the baseline RAID layouts while online RAID reconstruction is in progress."",""1558-2183"","""",""10.1109/TPDS.2013.225"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6594738"",""Data storage";parallel reconstruction;RAID reconstruction;"${\rm S}^{2}$-RAID"",""Layout";Prototypes;Parallel processing;Arrays;Production;"Software"","""",""8"","""",""28"",""IEEE"",""9 Sep 2013"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;
"Optimal Spectrum Sensing Interval in Cognitive Radio Networks,""X. Xing"; T. Jing; H. Li; Y. Huo; X. Cheng;" T. Znati"",""School of Electronics and Information Engineering, Beijing Jiaotong University, Beijing, China"; School of Electronics and Information Engineering, Beijing Jiaotong University, Beijing, China; Department of Computer Science, The George Washington University, Washington DC, USA; School of Electronics and Information Engineering, Beijing Jiaotong University, Beijing, China; Department of Computer Science, The George Washington University, Washington DC, USA;" Department of Computer Science, University of Pittsburgh, Pittsburgh, PA, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""7 Aug 2014"",""2014"",""25"",""9"",""2408"",""2417"",""Traditional spectrum sensing methods require that a secondary user (SU) senses the spectrum at the beginning of each time slot. A closer look at the network activities of a cognitive radio network reveals that the access pattern of a primary user (PU) typically consists of a succession of transmission periods, alternating with idle periods, each of which lasts a number of time slots. Based on this observation, it becomes clear that forcing the SU to sense the channel at the beginning of each time slot is unnecessary and may lead to considerable waste of energy. The main objective of this paper is to investigate new approaches for spectrum sensing by exploring the tradeoffs between energy consumption and secondary network throughput. To this end, we propose a stochastic, energy-aware model to derive the optimal spectrum sensing interval an SU can use to dynamically determine when the next spectrum sensing should be performed. The proposed model allows an SU to adaptively derive the sensing interval based on its required quality of service and current network state, including the PU's network activities and traffic load. Extensive simulation study is performed to assess the effectiveness of our proposed approach in achieving high accuracy with reduced energy consumption. The analysis of the results show that careful tuning of key parameters leads to improved energy efficiency and increased secondary network throughput."",""1558-2183"","""",""10.1109/TPDS.2013.155"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6522414"",""Optimal spectrum sensing interval";cognitive radio networks;"hidden Markov models"",""Sensors";Hidden Markov models;Throughput;Energy consumption;Cognitive radio;Interference;"Probability density function"","""",""43"","""",""26"",""IEEE"",""31 May 2013"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;
"Optimal Transmission Scheduling of Cooperative Communications with a Full-Duplex Relay,""P. Li"; S. Guo;" W. Zhuang"",""School of Computer Science and Engineering, The University of Aizu, Japan"; School of Computer Science and Engineering, The University of Aizu, Japan;" School of Electrical and Computer Engineering, University of Waterloo, Canada"",""IEEE Transactions on Parallel and Distributed Systems"",""7 Aug 2014"",""2014"",""25"",""9"",""2353"",""2363"",""Most existing research studies in cooperative communication are based on a half-duplex assumption. Motivated by recent successes in hardware implementation of wireless full-duplex transmission, we propose a full-duplex cooperative communication (FDCC) approach to maximize the minimum transmission rate among a set of users to a common destination with the help of a dedicated relay. Under the consideration of hardware cost, only the relay node requires full-duplex wireless equipment in our design. We derive the achievable transmission rate for the proposed FDCC scheme under both amplify-and-forward (AF) and decode-and-forward (DF) modes. Further, as the transmission scheduling of users plays a critical role in determining the achievable transmission rate in FDCC, we formulate the max-min rate scheduling problem as a nonconvex mixed integer nonlinear programming (MINLP) problem. By applying linearization and convex approximation techniques, we propose an optimal algorithm based on a branch-and-bound framework to solve the problem efficiently. Extensive simulation results show that FDCC can significantly improve the transmission rate as compared with direct transmission and half-duplex cooperative communication (HDCC)."",""1558-2183"","""",""10.1109/TPDS.2013.206"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6579601"",""Cooperative communications";full-duplex;"scheduling"",""Relays";Decoding;Optimal scheduling;Wireless communication;Interference;Scheduling;"Signal to noise ratio"","""",""14"","""",""27"",""IEEE"",""15 Aug 2013"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;
"Optimizing the Parallel Tree-Search for Finding Shortest-Span Error-Correcting CDO Codes,""G. Kowarzyk"; N. Bélanger; D. Haccoun;" Y. Savaria"",École Polytechnique de Montréal"; École Polytechnique de Montréal; École Polytechnique de Montréal;" École Polytechnique de Montréal,""IEEE Transactions on Parallel and Distributed Systems"",""9 Oct 2014"",""2014"",""25"",""11"",""2992"",""3001"",""Finding optimal/short-span Convolutional Self-Doubly Orthogonal (CDO) codes and Simplified-CDO (S-CDO) codes for a specified order J is computationally very challenging. This paper describes several optimizations that were applied to an implicitly-exhaustive search algorithm in order to reduce the time required for finding these types of codes. The resulting high-performance parallel implementation provides an impressive speedup that is greater than 16 300 (CDO, ${\rm J} = 7$) and 6300 (S-CDO, ${\rm J} = 8$) over the reference implicitly-exhaustive search algorithm, and greater than 2000 $({\rm J} = 17)$ over the fastest published CDO validation function used in high-performance pseudorandom search algorithms. These speedups are achieved through enhancements in the deterministic search-space reduction, and a vastly improved validation function that makes use of a novel data structure for enabling data-reuse and incremental computations. The resulting validation function speedup is greater than 60 000 (S-CDO, ${\rm J} = 17$) and 190 000 (CDO, ${\rm J} = 17$ ) when compared to its reference implementation. The combination of optimizations and load-balancing techniques allowed us to leverage hundreds of processor cores in order to complete an exhaustive search over a search space that is some $10^{14}$ times larger than what was previously possible."",""1558-2183"","""",""10.1109/TPDS.2013.311"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6684147"",""Convolutional code";self-doubly orthogonal code;parallel tree-traversal;data-reuse;systematic encoder;"threshold decoder"",""Arrays";Optimization;Encoding;Systematics;Indexes;"Search problems"","""",""1"","""",""21"",""IEEE"",""13 Dec 2013"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;
"Order-Optimal Information Dissemination in MANETs via Network Coding,""B. Tang"; B. Ye; S. Guo; S. Lu;" D. O. Wu"",""National Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, China"; National Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, China; Performance Evaluation Lab, The University of Aizu, Aizu-Wakamastu City, Fukushima, Japan; National Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, China;" Department of Electrical and Computer Engineering, University of Florida, Gainesville, Florida, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""10 Jun 2014"",""2014"",""25"",""7"",""1841"",""1851"",""Motivated by various applications in mobile ad-hoc networks (MANETs) that require nodes to share their individual information to each other, we study the multi-message dissemination problem in a MANET, which is to distribute multiple messages to all mobile nodes in the network in parallel. The objective is to minimize the stopping time, i.e., the time taking for all nodes to receive a copy of the whole messages. We consider an intrinsically one-sided protocol based on random linear network coding (RLNC), where all packets forwarded are in the form of random linear combinations of packets received so far. Its supreme performance is demonstrated theoretically for two cases, low mobility and high mobility, according to the node velocity. In particular, we show that, under general settings, our derived upper bounds of the stopping time match the established lower bound in both cases, although the effects of mobility in the two cases are significantly different. Thus, we conclude that RLNC achieves order optimality for fast information dissemination in MANETs."",""1558-2183"","""",""10.1109/TPDS.2013.275"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6648317"",""Information dissemination";mobile ad-hoc networks;"random linear network coding"",""Ad hoc networks";Mobile computing;Protocols;Vectors;Encoding;Network topology;"Network coding"","""",""8"","""",""26"",""IEEE"",""25 Oct 2013"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;
"OTrack: Towards Order Tracking for Tags in Mobile RFID Systems,""L. Shangguan"; Z. Li; Z. Yang; M. Li; Y. Liu;" J. Han"",""Department of Computer Science and Engineering, Hong Kong University of Science and Technology, Kowloon, Hong Kong"; School of Computer Engineering, Nanyang Technological University, Singapore; School of Software and TNLIST, Tsinghua University, Beijing, China; School of Computer Engineering, Nanyang Technological University, Singapore; School of Software and TNLIST, Tsinghua University, Beijing, China;" School of Electronic and Information Engineering, Xi'an Jiaotong University, Xi'an, China"",""IEEE Transactions on Parallel and Distributed Systems"",""11 Jul 2014"",""2014"",""25"",""8"",""2114"",""2125"",""In many logistics applications of RFID technology, luggage attached with tags are placed on moving conveyor belts for processing. It is important to figure out the order of goods on the belts so that further actions like sorting can be accurately taken on proper goods. Due to arbitrary goods placement or the irregularity of wireless signal propagation, neither of the order of tag identification nor the received signal strength provides sufficient evidence on their relative positions on the belts. In this study, we observe, from experiments, a critical region of reading rate when a tag gets close enough to a reader. This phenomenon, as well as other signal attributes, yields the stable indication of tag order. We establish a probabilistic model for recognizing the transient critical region and propose the OTrack protocol to continuously monitor the order of tags. To validate the protocol, we evaluate the accuracy and effectiveness through a one-month experiment conducted through a working conveyor at Beijing Capital International Airport."",""1558-2183"","""",""10.1109/TPDS.2013.247"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6626304"",""Mobile RFID system";order tracking;"probabilistic model"",""Probabilistic logic";Radiofrequency identification;Market research;Protocols;Airports;Order tracking;"Mobile communication"","""",""34"","""",""24"",""IEEE"",""9 Oct 2013"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;
"Parallel Discrete Event Simulation for Multi-Core Systems: Analysis and Optimization,""J. Wang"; D. Jagtap; N. Abu-Ghazaleh;" D. Ponomarev"",""Department of Computer Science, Binghamton University, Binghamton, NY"; Department of Computer Science, Binghamton University, Binghamton, NY; Department of Computer Science, Binghamton University, Binghamton, NY;" Department of Computer Science, Binghamton University, Binghamton, NY"",""IEEE Transactions on Parallel and Distributed Systems"",""12 May 2014"",""2014"",""25"",""6"",""1574"",""1584"",""Parallel Discrete Event Simulation (PDES) can substantially improve the performance and capacity of simulation, allowing the study of larger, more detailed models, in less time. PDES is a fine-grained parallel application whose performance and scalability is limited by communication latencies. Traditionally, PDES simulation kernels use message passing";" often these simulators are written for distributed environments, and shared memory is used to optimize message passing among processes on the same machine. In this paper, we develop, characterize and optimize a thread-based version of a PDES simulator on three representative multi-core platforms. The multi-threaded implementation eliminates multiple message copying and significantly minimizes synchronization delays. We study the performance of the simulator on three hardware platforms: an Intel Core i7 machine, and a 48-core AMD Opteron Magny-Cours system, and a 64-core Tilera TilePro64. We discover that the three platforms encounter substantially different bottlenecks because of their different architectures. We identify these bottlenecks and propose mechanisms to overcome them. Our results show that multi-threaded implementation improves the performance over an MPI-based version by up to a factor of 3 on the Core i7, 1.4 on the AMD Magny-Cours, and 2.8 on the Tilera Tile64."",""1558-2183"","""",""10.1109/TPDS.2013.193"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6574857"",""PDES";multi-threaded;optimistic simulation;multi-core systems;"optimization"",""Message systems";Computational modeling;Optimization;Receivers;Multicore processing;"Synchronization"","""",""40"","""",""26"",""IEEE"",""5 Aug 2013"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;
"Parallel Real-Time Scheduling of DAGs,""A. Saifullah"; D. Ferry; J. Li; K. Agrawal; C. Lu;" C. D. Gill"",""Department of Computer Science and Engineering, Washington University in St. Louis, St. Louis, MO"; Department of Computer Science and Engineering, Washington University in St. Louis, St. Louis, MO; Department of Computer Science and Engineering, Washington University in St. Louis, St. Louis, MO; Department of Computer Science and Engineering, Washington University in St. Louis, St. Louis, MO; Department of Computer Science and Engineering, Washington University in St. Louis, St. Louis, MO;" Department of Computer Science and Engineering, Washington University in St. Louis, St. Louis, MO"",""IEEE Transactions on Parallel and Distributed Systems"",""10 Nov 2014"",""2014"",""25"",""12"",""3242"",""3252"",""Recently, multi-core processors have become mainstream in processor design. To take full advantage of multi-core processing, computation-intensive real-time systems must exploit intra-task parallelism. In this paper, we address the problem of real-time scheduling for a general model of deterministic parallel tasks, where each task is represented as a directed acyclic graph (DAG) with nodes having arbitrary execution requirements. We prove processor-speed augmentation bounds for both preemptive and non-preemptive real-time scheduling for general DAG tasks on multi-core processors. We first decompose each DAG into sequential tasks with their own release times and deadlines. Then we prove that these decomposed tasks can be scheduled using preemptive global EDF with a resource augmentation bound of $4$ . This bound is as good as the best known bound for more restrictive models, and is the first for a general DAG model. We also prove that the decomposition has a resource augmentation bound of $4$  plus a constant non-preemption overhead for non-preemptive global EDF scheduling. To our knowledge, this is the first resource augmentation bound for non-preemptive scheduling of parallel tasks. Finally, we evaluate our analytical results through simulations that demonstrate that the derived resource augmentation bounds are safe in practice."",""1558-2183"","""",""10.1109/TPDS.2013.2297919"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6714435"",""Parallel task";multi-core processor;real-time scheduling;"resource augmentation bound"",""Real-time systems";Processor scheduling;Schedules;Job shop scheduling;Multicore processing;"Timing"","""",""132"","""",""27"",""IEEE"",""16 Jan 2014"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;
"Parallel Workload Modeling with Realistic Characteristics,""T. N. Minh"; T. Nam;" D. H. J. Epema"",""Leiden Institute of Advanced Computer Science, Leiden University, The Netherlands"; University of Technology, Ho Chi Minh, Vietnam;" Department of Computer Science, Delft University of Technology, Delft, The Netherlands"",""IEEE Transactions on Parallel and Distributed Systems"",""11 Jul 2014"",""2014"",""25"",""8"",""2138"",""2148"",""Workload modeling and performance evaluation play crucial roles in the study of scheduling algorithms on large-scale parallel and distributed systems. An effective design of a scheduling algorithm for these systems requires experiments with hundreds of simulations to evaluate its performance. Since each simulation needs one workload as input, only real workloads with usually a limited availability are not sufficient, and so representative workload models are needed. Several studies have shown that realistic workload characteristics such as burstiness, bag-of-tasks, etc., cause significant performance impacts on scheduling. Therefore, we argue that realistic workload models should contain as many characteristics of real workloads as possible. In practice, researchers use unrealistic workloads in their scheduling evaluations because they lack models that can help generate realistic workloads. In this article, we analyze real parallel workloads to show the presence of important characteristics including long range dependence, periodicity and temporal burstiness of job arrivals, bag-of-tasks behavior, and correlation of runtime and number of processors. Then, we present a systematic approach to create a complete model that contains all of these characteristics. Validation of our model with real world data shows that it does not only capture the above characteristics, but also can fit marginal distributions well."",""1558-2183"","""",""10.1109/TPDS.2013.182"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6567858"",""Parallel workload modeling";long range dependence;periodicity;temporal burstiness;bag-of-tasks;"correlation"",""Correlation";Runtime;Materials;Local area networks;Load modeling;Parallel processing;"Data models"","""",""10"","""",""27"",""IEEE"",""24 Jul 2013"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;
"Pareto-Optimal Cloud Bursting,""M. R. Hoseiny Farahabady"; Y. C. Lee;" A. Y. Zomaya"",""The University of Sydney, Sydney, NSW, AU"; Centre for Distr. and High Performance Computing, The University of Sydney, NSW, Australia;" Centre for Distr. and High Performance Computing, The University of Sydney, NSW, Australia"",""IEEE Transactions on Parallel and Distributed Systems"",""11 Sep 2014"",""2014"",""25"",""10"",""2670"",""2682"",""Large-scale Bag-of-Tasks (BoT) applications are characterized by their massively parallel, yet independent operations. The use of resources in public clouds to dynamically expand the capacity of a private computer system might be an appealing alternative to cope with such massive parallelism. To fully realize the benefit of this ‘cloud bursting’, the performance to cost ratio (or cost efficiency) must be thoroughly studied and incorporated into scheduling and resource allocation strategies. In this paper, we present PANDA, a framework for static scheduling BoT applications across resources in both private and public clouds. The framework at the core incorporates a fully polynomial-time approximation scheme (FPTAS) as a novel scheduling algorithm, which generates schedules with the best trade-off point between cost and performance";" hence Pareto-optimality. We have theoretically discussed the complexity and correctness of our algorithms, and experimentally verified their efficacy and practicality using ISOMAP—a widely-used nonlinear manifold method as a real-world BoT application. Our evaluation conducted in a 'multi-cloud' environment of our 40-core private system and Amazon EC2 public cloud demonstrates the scheduling quality of PANDA is guaranteed to be within a measurable distance from the optimal solution. Results obtained from our experiments show such quality is 8 percent or less from the optimum. We also show the sensitivity and robustness of our scheduling solutions against performance errors in both resources and applications."",""1558-2183"","""",""10.1109/TPDS.2013.218"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6587242"",""Cloud computing";cloud bursting;resource allocation;cost efficiency;pareto-frontier;"approximation algorithm"",""Cloud computing";Equations;Schedules;Scheduling;Approximation algorithms;Optimal scheduling;"Mathematical model"","""",""35"","""",""28"",""IEEE"",""27 Aug 2013"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;
"Peer-Assisted VoD Systems: An Efficient Modeling Framework,""D. Ciullo"; V. Martina; M. Garetto; E. Leonardi;" G. L. Torrisi"",""EURECOM, Sophia Antipolis, France"; Dipartimento di Elettronica, Politecnico di Torino, Torino, Italy; Dipartimento di Informatica, Università di Torino, Torino, Italy; Dipartimento di Elettronica, Politecnico di Torino, Torino, Italy;" CNR, Istituto per le Applicazioni del Calcolo, Roma, Italy"",""IEEE Transactions on Parallel and Distributed Systems"",""10 Jun 2014"",""2014"",""25"",""7"",""1852"",""1863"",""We analyze a peer-assisted Video-on-Demand (VoD) system in which users contribute their upload bandwidth to the redistribution of a video that they are downloading or that they have cached locally. Our target is to characterize the additional bandwidth that servers must supply to immediately satisfy all requests to watch a given video. We develop an approximate fluid model to compute the required server bandwidth in the sequential delivery case, as well as in controlled nonsequential swarms. Our approach is able to capture several stochastic effects related to peer churn, upload bandwidth heterogeneity, and nonstationary traffic conditions, which have not been documented or analyzed before. Finally, we provide important hints for the design of efficient peer-assisted VoD systems under server capacity constraints."",""1558-2183"","""",""10.1109/TPDS.2013.300"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6678515"",""Video-on-demand";peer-to-peer;"performance evaluation"",""Bandwidth";Streaming media;Servers;Random variables;Approximation methods;Gaussian distribution;"Peer-to-peer computing"","""",""9"","""",""25"",""IEEE"",""5 Dec 2013"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;
"Performance Analysis of EDF Scheduling in a Multi-Priority Preemptive M/G/1 Queue,""V. Gamini Abhaya"; Z. Tari; P. Zeephongsekul;" A. Y. Zomaya"",""School of Computer Science and IT, RMIT University, Melbourne, Australia"; School of Computer Science and IT, RMIT University, Melbourne, Australia; School of Maths and Geospatial Sciences, RMIT University, Melbourne, Australia;" School of Information Technologies, University of Sydney, Sydney, Australia"",""IEEE Transactions on Parallel and Distributed Systems"",""11 Jul 2014"",""2014"",""25"",""8"",""2149"",""2158"",""This paper presents a queueing theoretic performance model for a multipriority preemptive M/G/1/./EDF system. Existing models on EDF scheduling consider them to be M/M/1 queues or nonpreemptive M/G/1 queues. The proposed model approximates the mean waiting time for a given class based on the higher and lower priority tasks receiving service prior to the target and the mean residual service time experienced. Additional time caused by preemptions is estimated as part of mean request completion time for a given class and as part of the mean delay experienced due to jobs in execution, on an arrival. The model is evaluated analytically and by simulation. Results confirm its accuracy, with the difference being a factor of two on average in high loads. Comparisons with other algorithms (such as First-Come-First-Served, Round-Robin and Nonpreemptive Priority Ordered) reveal that EDF achieves a better balance among priority classes where high priority requests are favored while preventing lower priority requests from overstarvation. EDF achieves best waiting times for higher priorities in lower to moderate loads (0.2-0.6) and while only being 6.5 times more than static priority algorithms in high loads (0.9). However, for the lowest priority classes, it achieves comparable waiting times to Round-Robin and First-Come-First-Served in low to moderate loads and achieves waiting times only twice the amount of Round-Robin in high system loads."",""1558-2183"","""",""10.1109/TPDS.2013.171"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6552200"",""Queueing systems";preemptive;earliest deadline first;real-time;scheduling;"M/G/1"",""Encoding";Receivers;Multiaccess communication;Data communication;Media Access Protocol;"Interference"","""",""25"","""",""25"",""IEEE"",""2 Jul 2013"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;
"Performance Estimation of Pipelined MultiProcessor System-on-Chips (MPSoCs),""H. Javaid"; A. Ignjatovic;" S. Parameswaran"",""School of Computer Science and Engineering, University of New South Wales, Australia"; School of Computer Science and Engineering, University of New South Wales, Australia;" School of Computer Science and Engineering, University of New South Wales, Australia"",""IEEE Transactions on Parallel and Distributed Systems"",""11 Jul 2014"",""2014"",""25"",""8"",""2159"",""2168"",""The paradigm of pipelined MPSoC (processors connected in a pipeline) is well suited to data flow nature of multimedia applications. Often design space exploration is performed to optimize execution time, latency or throughput of a pipelined MPSoC where the variants in the system are processor configurations due to customizable options in each of the processors. Since there can be billions of combinations of processor configurations (design points), the challenge is to quickly provide estimates of performance metrics of those design points. Hence, in this article, we propose analytical models to estimate execution time, latency and throughput of a pipelined MPSoC's design points, avoiding slow full-system cycle accurate simulations of all the design points. For effective use of these analytical models, latencies of individual processor configurations should be available. We propose two estimation methods (PS and PSP) to quickly gather latencies of processor configurations with reduced number of simulations. The PS method simulates all the processor configurations once, while the PSP method simulates only a subset of processor configurations and then uses a processor analytical model to estimate the latencies of the remaining processor configurations. We experimented with several pipelined MPSoCs executing typical multimedia applications (JPEG encoder/decoder, MP3 encoder and H.264 encoder). Our results show that the analytical models with PS and PSP methods had maximum absolute error of 12.95 percent and 18.67 percent respectively, and minimum fidelity of 0.93 and 0.88 respectively. The design spaces of the pipelined MPSoCs ranged from 1012 to 1018 design points, and hence simulation of all design points will take years and is infeasible. Compared to PS method, the PSP method reduced simulation time from days to several hours."",""1558-2183"","""",""10.1109/TPDS.2013.268"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6636892"",""Dataflow architectures";heterogeneous (hybrid) systems;measurement;evaluation;modeling;"simulation of multiple-processor systems"",""Program processors";Analytical models;Clocks;Estimation;Multimedia communication;Throughput;"Steady-state"","""",""11"","""",""28"",""IEEE"",""18 Oct 2013"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;
"Playback-Rate Segment Scheduling Algorithm in MoD P2P Streaming Services,""C. -C. Hu"",""Department of Information Management, Naval Academy, Kaohsiung City, Taiwan R.O.C."",""IEEE Transactions on Parallel and Distributed Systems"",""12 May 2014"",""2014"",""25"",""6"",""1585"",""1599"",""To leverage the scalability of Media-on-Demand (MoD) Peer to Peer (P2P) streaming services, it's a critical challenge to propose a segment scheduling algorithm for ensuring that a packet must be successfully received before its decoding deadline for the packet to contribute to the reconstructed media quality, and efficiently making use of limited network bandwidth. Most of previous works adopt a greedy approach for maximizing the received number of segments by making full use of the available network bandwidth to make that a peer can receive its requested segments as soon as possible. However, the greedy approach will cause the traffic burst on the network and adversely decrease the network capacity. They also suffer from needing larger disk memory for storing the received segments which are not played yet. To address the two issues for efficiently using the limited network bandwidth and saving disk memory, this paper proposes a distinct segment scheduling algorithm by scheduling the segments evenly transmitted into the network according to the playback rate of the MoD streaming service. The proposed algorithm only schedules an enough amount of segments for satisfying the playback rate of the requested streaming service. Further, to disseminate segments quickly, the rare segments available at few peers will be also scheduled."",""1558-2183"","""",""10.1109/TPDS.2013.189"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6573953"",""Playback rate";segment scheduling;"real-time P2P streaming"",""Bandwidth";Peer-to-peer computing;Schedules;Decoding;Delays;Scheduling algorithms;"Streaming media"","""","""","""",""28"",""IEEE"",""2 Aug 2013"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;
"Power Consumption Estimation Models for Processors, Virtual Machines, and Servers,""C. Möbius"; W. Dargie;" A. Schill"",""Chair of Computer Networks, Technical University of Dresden, Dresden, Germany"; Chair of Computer Networks, Technical University of Dresden, Dresden, Germany;" Chair of Computer Networks, Technical University of Dresden, Dresden, Germany"",""IEEE Transactions on Parallel and Distributed Systems"",""12 May 2014"",""2014"",""25"",""6"",""1600"",""1614"",""The power consumption of presently available Internet servers and data centers is not proportional to the work they accomplish. The scientific community is attempting to address this problem in a number of ways, for example, by employing dynamic voltage and frequency scaling, selectively switching off idle or underutilized servers, and employing energy-aware task scheduling. Central to these approaches is the accurate estimation of the power consumption of the various subsystems of a server, particularly, the processor. We distinguish between power consumption measurement techniques and power consumption estimation models. The techniques refer to the art of instrumenting a system to measure its actual power consumption whereas the estimation models deal with indirect evidences (such as information pertaining to CPU utilization or events captured by hardware performance counters) to reason about the power consumption of a system under consideration. The paper provides a comprehensive survey of existing or proposed approaches to estimate the power consumption of single-core as well as multicore processors, virtual machines, and an entire server."",""1558-2183"","""",""10.1109/TPDS.2013.183"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6570721"",""Power consumption models";energy-efficiency;server's power consumption;processor's power consumption;virtual machine's power consumption;"power consumption estimation"",""Power demand";Benchmark testing;Servers;Program processors;Estimation;Radiation detectors;"Power measurement"","""",""118"","""",""48"",""IEEE"",""29 Jul 2013"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;
"Power Cost Reduction in Distributed Data Centers: A Two-Time-Scale Approach for Delay Tolerant Workloads,""Y. Yao"; L. Huang; A. B. Sharma; L. Golubchik;" M. J. Neely"",""University of Southern California, Los Angeles, Los Angeles, CA"; University of Southern California, Los Angeles, Los Angeles, CA; University of Southern California, Los Angeles, Los Angeles, CA; University, Room 1–208, FIT Building, Beijing, P.R. China;" NEC Laboratories America, Inc., Princeton, NJ"",""IEEE Transactions on Parallel and Distributed Systems"",""25 Nov 2013"",""2014"",""25"",""1"",""200"",""211"",""This paper considers a stochastic optimization approach for job scheduling and server management in large-scale, geographically distributed data centers. Randomly arriving jobs are routed to a choice of servers. The number of active servers depends on server activation decisions that are updated at a slow time scale, and the service rates of the servers are controlled by power scaling decisions that are made at a faster time scale. We develop a two-time-scale decision strategy that offers provable power cost and delay guarantees. The performance and robustness of the approach is illustrated through simulations."",""1558-2183"","""",""10.1109/TPDS.2012.341"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6392828"",""Power management";data center;stochastic optimization;"performance analysis"",""Servers";Delay;Optimization;Distributed databases;Algorithm design and analysis;Vectors;"Routing"","""",""86"","""",""28"",""IEEE"",""24 Dec 2012"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;
