"Performance-Guided Load (Un)balancing under Autocorrelated Flows,""Q. Zhang"; N. Mi; A. Riska;" E. Smirni"",""Windows Server Performance Team, Microsoft, Redmond, WA, USA"; Department of Computer Science, College of William and Mary, Williamsburg, VA, USA; Seagate Research Center, Pittsburgh, PA, USA;" Department of Computer Science, College of William and Mary, Williamsburg, VA, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""31 Mar 2008"",""2008"",""19"",""5"",""652"",""665"",""Size-based policies have been shown in the literature to effectively balance the load and improve performance in cluster environments. Size-based policies assign jobs to servers based on the job size and their performance improvements are an outcome of separating """"";"short""""";" from """"";"long""""";" jobs, by avoiding having short jobs waiting behind long jobs for service. In this paper, we present evidence that performance improvements due to this separation quickly vanish if the arrival process to the cluster is autocorrelated. Based on our observations, we devise a new size-based policy called D_EQAL that still strives to separate jobs to servers according to job size but this separation is now biased by an effort to reduce performance loss due to autocorrelation in the arrival flows to each server. As a result of this bias, all servers may not be equally utilized (i.e., the load in the system may be """"";"unbalanced""""";"), but performance benefits become significant. D_EQAL can be used on-line as it does not assume any a priori knowledge of the incoming workload. Extensive simulations show the effectiveness of D_EQAL under autocorrelated and uncorrelated arrival streams and illustrate that the policy successfully self- adjusts the degree of load unbalancing based on monitored performance measures."",""1558-2183"","""",""10.1109/TPDS.2007.70775"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4359455"",""Load balancing and task assignment";Algorithm/protocol design and analysis;Adaptable architectures;Distributed architectures;Correlation and regression analysis;Distribution functions;Load balancing and task assignment;Algorithm/protocol design and analysis;Adaptable architectures;Distributed architectures;Correlation and regression analysis;"Distribution functions"",""Autocorrelation";Delay;Job listing service;Load management;Performance loss;Monitoring;Dispatching;System performance;Stochastic systems;"Degradation"","""",""13"","""",""25"",""IEEE"",""31 Mar 2008"","""","""",""IEEE"",""IEEE Journals""";;
"Power Consumption Analysis of Maximum A Posterior Classifier Using LU Decomposition and Jacobi Iterations,""Z. -E. -H. Kamal"; A. Gupta; A. A. Khokhar;" L. Lilien"",""Department of Computer Science, Western Michigan University, Kalamazoo, MI, USA"; Western Michigan University, Kalamazoo, MI, US; Department of Computer Science and Department of Electrical and Computer Engineering, Western Michigan University, Chicago, IL, USA;" Western Michigan University, Kalamazoo"",""IEEE Transactions on Parallel and Distributed Systems"",""3 Oct 2008"",""2008"",""19"",""11"",""1473"",""1483"",""In tracking applications of wireless sensor networks (WSNs), the classification of an object or event of interest is envisaged to be one of the most computationally intensive tasks that recur frequently over the lifetime of the network. It is imperative that the implementations of such tasks be power efficient and computationally feasible for resource-constrained WSNs. Existing implementations of the best known classifiers such as maximum Aposterior (MAP) classifier are computationally infeasible for WSN environments. The focus of this paper is to investigate computational techniques to realize power efficient distributed implementation of the MAP classifier. In the MAP classifier, one of the most computationally challenging steps is the computation of the inverse of the covariance matrices. In this paper, we study computationally efficient methods for realizing the inverse of a matrix. We present a detailed discussion of one-sided Jacobi Iterations and LU Decomposition for approximating and computing the inverse of the covariance matrices. For LU Decomposition-based solutions, we also apply folding techniques to ensure equal power dissipation among the sensor network nodes. Our contribution lies in the power consumption analysis of executing the MAP classifier using LU decomposition and one-sided Jacobi Iterations to substitute the inverse of the covariance matrices. We show that MAP with one-sided Jacobi Iterations greatly simplifies classification process and makes it more feasible and efficient choice for sensor network applications."",""1558-2183"","""",""10.1109/TPDS.2008.110"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4553705"",""General";Sensor networks;Algorithm/protocol design and analysis;General;Sensor networks;"Algorithm/protocol design and analysis"",""Energy consumption";Jacobian matrices;Wireless sensor networks;Computer networks;Covariance matrix;Chemical sensors;Computer science;Sensor phenomena and characterization;Classification algorithms;"Laboratories"","""",""1"","""",""34"",""IEEE"",""27 Jun 2008"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;
"Power/Performance/Thermal Design-Space Exploration for Multicore Architectures,""M. Monchiero"; R. Canal;" A. Gonzalez"",""HP Laboratories, Palo Alto, CA, USA"; Department of Computer Architecture, Universitat Poliltècnica de Catalunya, Barcelona, Spain;" Intel Barcelona Research Center, Intel Laboratories, Universitat Poliltècnica de Catalunya, Barcelona, Spain"",""IEEE Transactions on Parallel and Distributed Systems"",""31 Mar 2008"",""2008"",""19"",""5"",""666"",""681"",""Multicore architectures have been ruling the recent microprocessor design trend. This is due to different reasons: better performance, thread-level parallelism bounds in modern applications, ILP diminishing returns, better thermal/power scaling (many small cores dissipate less than a large and complex one), and the ease and reuse of design. This paper presents a thorough evaluation of multicore architectures. The architecture that we target is composed of a configurable number of cores, a memory hierarchy consisting of private L1, shared/private L2, and a shared bus interconnect. We consider a benchmark set composed of several parallel shared memory applications. We explore the design space related to the number of cores, L2 cache size, and processor complexity, showing the behavior of the different configurations/applications with respect to performance, energy consumption, and temperature. Design trade-offs are analyzed, stressing the interdependency of the metrics and design factors. In particular, we evaluate several chip floorplans. Their power/thermal characteristics are analyzed, showing the importance of considering thermal effects at the architectural level to achieve the best design choice."",""1558-2183"","""",""10.1109/TPDS.2007.70756"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4359440"",""Parallel Architectures";Energy-aware systems;Shared memory;Measurement;evaluation;Modeling;simulation of;multiple-processor systems;Parallel Architectures;Energy-aware systems;Shared memory;Measurement;evaluation;Modeling;simulation of;"multiple-processor systems"",""Multicore processing";Energy consumption;Thermal management;Temperature sensors;Space exploration;Irrigation;Microprocessors;Microarchitecture;Target recognition;"Constraint optimization"","""",""53"","""",""42"",""IEEE"",""31 Mar 2008"","""","""",""IEEE"",""IEEE Journals""";;;;;;
"Prediction-Based Power-Performance Adaptation of Multithreaded Scientific Codes,""M. Curtis-Maury"; F. Blagojevic; C. D. Antonopoulos;" D. S. Nikolopoulos"",""NetApp, Inc., NC, USA"; Department of Computer Science, Virginia Polytechnic Institute and State University, Blacksburg, VA, USA; Department of Computer and Communications Engineering, University of Thessally, Volos, Greece;" Department of Computer Science, Virginia Polytechnic Institute and State University, Blacksburg, VA, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""29 Aug 2008"",""2008"",""19"",""10"",""1396"",""1410"",""Computing has recently reached an inflection point with the introduction of multi-core processors. On-chip thread-level parallelism is doubling approximately every other year. Concurrency lends itself naturally to allowing a program to trade performance for power savings by regulating the number of active cores, however in several domains users are unwilling to sacrifice performance to save power. We present a prediction model for identifying energy-efficient operating points of concurrency in well-tuned multithreaded scientific applications, and a runtime system which uses live program analysis to optimize applications dynamically. We describe a dynamic, phase-aware performance prediction model that combines multivariate regression techniques with runtime analysis of data collected from hardware event counters to locate optimal operating points of concurrency. Using our model, we develop a prediction-driven, phase-aware runtime optimization scheme that throttles concurrency so that power consumption can be reduced and performance can be set at the knee of the scalability curve of each program phase. The use of prediction reduces the overhead of searching the optimization space while achieving near-optimal performance and power savings. A thorough evaluation of our approach shows a reduction in power consumption of 10.8% simultaneous with an improvement in performance of 17.9%, resulting in energy savings of 26.7%."",""1558-2183"","""",""10.1109/TPDS.2007.70804"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4407685"",""Energy-aware systems";Modeling and prediction;Application-aware adaptation;Energy-aware systems;Modeling and prediction;"Application-aware adaptation"",""Concurrent computing";Predictive models;Power system modeling;Runtime;Energy consumption;Multicore processing;Parallel processing;Energy efficiency;Multivariate regression;"Data analysis"","""",""67"",""3"",""42"",""IEEE"",""29 Aug 2008"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;
"Promoting Heterogeneity, Mobility, and Energy-Aware Voronoi Diagram in Wireless Sensor Networks,""H. M. Ammari";" S. K. Das"",""Center for Research in Wireless Mobility and Networking (CReWMaN), Department of Computer Science and Engineering, University of Texas, Arlington, Arlington, TX, USA";" Center for Research in Wireless Mobility and Networking (CReWMaN), Department of Computer Science and Engineering, University of Texas, Arlington, Arlington, TX, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""30 May 2008"",""2008"",""19"",""7"",""995"",""1008"",""Static always-on wireless sensor networks (WSNs) are affected by the energy sink-hole problem, where sensors nearer a central gathering node, called the sink, suffer from significant depletion of their battery power (or energy). It has been shown through analysis and simulation that it is impossible to guarantee uniform energy depletion of all the sensors in static uniformly distributed always-on WSNs with constant data reporting to the sink when the sensors use their nominal communication range to transmit data to the sink. We prove that the energy sink-hole problem can be solved provided that the sensors adjust their communication ranges. This solution, however, imposes a severe restriction on the size of a sensor field. To overcome this limitation, we propose a sensor deployment strategy based on energy heterogeneity with a goal that all the sensors deplete their energy at the same time. Simulation results show that such a deployment strategy helps achieve this goal. To solve the energy sink-hole problem for homogeneous WSNs, we propose a localized energy-aware-Voronoi-diagram-based data forwarding (EVEN) protocol. EVEN combines sink mobility with a new concept, called energy-aware Voronoi diagram. Through simulations, we show that EVEN outperforms similar greedy geographical data forwarding protocols and has performance that is comparable to that of an existing data collection protocol that uses a joint mobility and routing strategy. Precisely, we find that EVEN yields an improvement of more than 430 percent in terms of network lifetime."",""1558-2183"","""",""10.1109/TPDS.2008.31"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4459318"",""Routing protocols";Sensor networks;Algorithm/protocol design and analysis;Routing protocols;Sensor networks;"Algorithm/protocol design and analysis"",""Wireless sensor networks";Sensor phenomena and characterization;Batteries;Routing protocols;Mobile communication;Analytical models;Circuit synthesis;Wireless communication;Computer networks;"Portable computers"","""",""57"","""",""43"",""IEEE"",""30 May 2008"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;
"Provably Efficient Online Nonclairvoyant Adaptive Scheduling,""Y. He"; W. -J. Hsu;" C. E. Leiserson"",""Sun Microsystems Research Laboratories, Austin, TX"; Singapore-MIT Alliance Program in Computer Science, NTU, Singapore;" Stata Center, MIT Computer Science and Artificial Intelligence Laboratory, Cambridge, MA, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""29 Jul 2008"",""2008"",""19"",""9"",""1263"",""1279"",""Multiprocessor scheduling in a shared multiprogramming environment can be structured in two levels, where a kernel-level job scheduler allots processors to jobs and a user-level thread scheduler maps the ready threads of a job onto the allotted processors. We present two provably-efficient two-level scheduling schemes called G-RAD and S-RAD respectively. Both schemes use the same job scheduler RAD for the processor allotments that ensures fair allocation under all levels of workload. In G-RAD, RAD is combined with a greedy thread scheduler suitable for centralized scheduling";" in S-RAD, RAD is combined with a work-stealing thread scheduler more suitable for distributed settings. Both G-RAD and S-RAD are non-clairvoyant. Moreover, they provide effective control over the scheduling overhead and ensure efficient utilization of processors. We also analyze the competitiveness of both G-RAD and S-RAD with respect to an optimal clairvoyant scheduler. In terms of makespan, both schemes can achieve O(1)-competitiveness for any set of jobs with arbitrary release time. In terms of mean response time, both schemes are O(1)-competitive for arbitrary batched jobs. To the best of our knowledge, G-RAD and S-RAD are the first non-clairvoyant scheduling algorithms that guarantee provable efficiency, fairness and minimal overhead."",""1558-2183"","""",""10.1109/TPDS.2008.39"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4512172"",""Scheduling and task partitioning";Multiple Data Stream Architectures (Multiprocessors);General;Scheduling and task partitioning;Multiple Data Stream Architectures (Multiprocessors);"General"",""Adaptive scheduling";Processor scheduling;Optimal scheduling;Scheduling algorithm;Protocols;Quantum computing;Delay;"Feedback"","""",""22"","""",""44"",""IEEE"",""12 May 2008"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;
"Pseudo Trust: Zero-Knowledge Authentication in Anonymous P2Ps,""L. Lu"; J. Han; Y. Liu; L. Hu; J. -P. Huai; L. Ni;" J. Ma"",""School of Computer Science and Engineering, University of Electronic Science and Technology, Chengdu, China"; Department of Computer Science and Engineering, Hong Kong University of Science and Technology, Hong Kong, China; Department of Computer Science and Engineering, Hong Kong University of Science and Technology, Hong Kong, China; Department of Computer Science and Engineering, Hong Kong University of Science and Technology, Hong Kong, China; State Key Laboratory of Information Security, Chinese Academy of Sciences, Beijing, China; Department of Computer Science and Engineering, Hong Kong University of Science and Technology, Hong Kong, China;" Nokia Research Center, Beijing, China"",""IEEE Transactions on Parallel and Distributed Systems"",""29 Aug 2008"",""2008"",""19"",""10"",""1325"",""1337"",""Most of the current trust models in peer-to-peer (P2P) systems are identity based, which means that in order for one peer to trust another, it needs to know the other peer's identity. Hence, there exists an inherent tradeoff between trust and anonymity. To the best of our knowledge, there is currently no P2P protocol that provides complete mutual anonymity as well as authentication and trust management. We propose a zero-knowledge authentication scheme called pseudo trust (PT), where each peer, instead of using its real identity, generates an unforgeable and verifiable pseudonym using a one-way hash function. A novel authentication scheme based on zero-knowledge proof is designed so that peers can be authenticated without leaking any sensitive information. With the help of PT, most existing identity-based trust management schemes become applicable in mutual anonymous P2P systems. We analyze the security and the anonymity in PT, and evaluate its performance using trace-driven simulations and a prototype PT-enabled P2P network. The strengths of our design include (1) no need for a centralized trusted party or CA, (2) high scalability and security, (3) low traffic and cryptography processing overheads, and (4) man-in-middle attack resistance."",""1558-2183"","""",""10.1109/TPDS.2008.15"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4441705"",""Protocols";Distributed Systems;Protocols;"Distributed Systems"",""Authentication";Peer to peer computing;Protocols;Knowledge management;Identity management systems;Performance analysis;Information security;Analytical models;Virtual prototyping;"Scalability"","""",""50"",""1"",""26"",""IEEE"",""2 Feb 2008"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;
"Quiver: Consistent and Scalable Object Sharing for Edge Services,""M. K. Reiter";" A. Samar"",""Department of Computer Science, North Carolina State University, Chapel Hill, NC, USA";" Goldman Sachs International, London, UK"",""IEEE Transactions on Parallel and Distributed Systems"",""30 May 2008"",""2008"",""19"",""7"",""878"",""889"",""We present Quiver, a system that coordinates service proxies placed at the """"edge"""" of the Internet to serve distributed clients accessing a service involving mutable objects. Quiver enables these proxies to perform consistent accesses to shared objects by migrating the objects to proxies performing operations on those objects. These migrations dramatically improve performance when operations involving an object exhibit geographic locality, since migrating this object into the vicinity of proxies hosting these operations will benefit all such operations. Other workloads benefit from Quiver, dispersing the computation load across the proxies and saving the costs of sending operation parameters over the wide area when these are large. Quiver also supports optimizations for single-object reads that do not involve migrating the object. We detail the protocols for implementing object operations and for accommodating the addition, involuntary disconnection, and voluntary departure of proxies. We also evaluate Quiver through experiments on PlanetLab. Finally, we discuss the use of Quiver to build an e-commerce application and a distributed network traffic modeling service."",""1558-2183"","""",""10.1109/TPDS.2007.70790"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4378363"",""Edge services";Migration;Serializability;Edge services;Migration;"Serializability"",""Web services";Web and internet services;Proposals;IP networks;Web server;Testing;"Computer science"","""",""2"",""2"",""38"",""IEEE"",""30 May 2008"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;
"Reaching Agreement among Virtual Subnets in Hybrid Failure Mode,""S. . -C. Wang"; K. . -Q. Yan; S. . -S. Wang;" G. . -Y. Zheng"",""Chao Yang University of Technology, Taichung, Taiwan"; Chao Yang University of Technology, Taichung, Taiwan; Chao Yang University of Technology, Taichung, Taiwan;" Chao Yang University of Technology, Taichung, Taiwan"",""IEEE Transactions on Parallel and Distributed Systems"",""29 Jul 2008"",""2008"",""19"",""9"",""1252"",""1262"",""Fault-tolerance is an important research topic in the study of distributed systems. To cope with the influence of faulty components, reaching a common agreement in the presence of faults before performing certain tasks is essential. However, the Byzantine Agreement (BA) problem is a fundamental problem in fault-tolerant distributed systems. In previous studies, protocols dealing with the BA problem focused on static networks";" however, these do not perform well in dynamically changing mobile networks. The most well known mobile network is the Mobile Ad-hoc Network (MANET). To enhance fault-tolerance and MANET reliability, the BA problem in virtual subnets of MANET is revisited in this paper. The proposed protocol is called the Hybrid Agreement Protocol (HAP). It achieves agreement on a common value among all functional mobile processors in a minimal number of message exchange rounds, and can tolerate a maximal number of allowable faulty components in the virtual subnet of MANET."",""1558-2183"","""",""10.1109/TPDS.2007.70819"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4420081"",""Byzantine agreement";fault-tolerance;distributed system;parallel processing;virtual subnet;mobile ad-hoc network;Byzantine agreement;fault-tolerance;distributed system;parallel processing;virtual subnet;"mobile ad-hoc network"",""Protocols";Ad hoc networks;Distributed computing;Network topology;Fault tolerant systems;Fault tolerance;Mobile computing;Computer networks;Telecommunication network reliability;"Clocks"","""",""9"","""",""24"",""IEEE"",""27 Jun 2008"","""","""",""IEEE"",""IEEE Journals""";;;;;;;
"Reconfigurable Service Composition and Categorization for Power-Aware Mobile Computing,""E. Park";" H. Shin"",""School of Computer Science and Engineering, Seoul National University, Seoul, South Korea";" School of Computer Science and Engineering, Seoul National University, Seoul, South Korea"",""IEEE Transactions on Parallel and Distributed Systems"",""3 Oct 2008"",""2008"",""19"",""11"",""1553"",""1564"",""The requirement of agile adaptation to varying resource constraints in mobile systems motivates the use of a service-oriented architecture (SOA), which can support the composition of two or more services to form a complex service. In this paper, we propose SOA-based middleware to support QoS control of mobile applications and to configure an energy-efficient service composition graph. We categorize services into two layers: functionality-centric services, which are connected to create a complex service to meet the user's intentions, and resource-centric services, which undertake distributed functionality-centric services in a way that increases the success rate of service composition while reducing contention at specific service nodes. We also present a service routing algorithm to balance the resource consumption of service providers on a service-overlay network. Through simulation of power-aware service composition using a realistic model based on ns-2 and traced data, we demonstrate that our approach can help both the mobile devices and the servers in a service-overlay network to reduce energy consumption without an increase in response time."",""1558-2183"","""",""10.1109/TPDS.2008.107"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4553702"",""Energy-aware systems";Distributed Systems;Mobile Computing;Middleware/business logic;Intelligent Web Services and Semantic Web;Energy-aware systems;Distributed Systems;Mobile Computing;Middleware/business logic;"Intelligent Web Services and Semantic Web"",""Mobile computing";Service oriented architecture;Middleware;Computer networks;Fires;Personal digital assistants;Energy consumption;Delay;Batteries;"Application software"","""",""22"",""3"",""25"",""IEEE"",""27 Jun 2008"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;
"Reducing Queue Oscillation at a Congested Link,""J. -h. Kim";" I. Yeom"",""Department of Computer Science KAIST, Computer Network Laboratory, Daejeon, South Korea";" Department of Computer Science KAIST, Computer Network Laboratory, Daejeon, South Korea"",""IEEE Transactions on Parallel and Distributed Systems"",""31 Jan 2008"",""2008"",""19"",""3"",""394"",""407"",""Queue length oscillation at a congested link causes many undesirable properties such as large delay jitter, underutilization of the link and packet drops in burst. The main reason of this oscillation is that most queue management schemes determine the drop probability based on the current traffic without consideration on the impact of that drop probability on the future traffic. In this paper, we propose a new active queue (AQM) scheme to reduce queue oscillation and realize stable queue length. The proposed scheme measures the current arrival and drop rates, and uses them to estimate the next arrival rate. Based on this estimation, the scheme calculates the drop probability which is expected to realize stable queue length. We present extensive simulation with various topologies and offered traffic to evaluate performance of the proposed scheme. The results show that the proposed scheme remarkably reduces queue length oscillation compared to other well-known AQMs. It is also shown that the proposed scheme improves fairness among TCP flows due to the stable drop probability, and maintains high utilization with small queue length."",""1558-2183"","""",""10.1109/TPDS.2007.70733"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4359426"",""Packet-switching networks";Network management;Routers.;Packet-switching networks;Network management;"Routers."",""Traffic control";Delay;Jitter;Current measurement;Probability;Topology;Bandwidth;Manufacturing;Costs;"Internet"","""",""9"","""",""21"",""IEEE"",""31 Jan 2008"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;
"Replica Placement and Access Policies in Tree Networks,""A. Benoit"; V. Rehn-Sonigo;" Y. Robert"",""Laboratoire de IInformatique du Parallellsme UMR 5668, ENS Lyon-CNRS-INRIA-UCBL), Ecole Normale Supérieure Lyon, University of Lyon I, Lyon, France"; Laboratoire de IInformatique du Parallellsme UMR 5668, ENS Lyon-CNRS-INRIA-UCBL), Ecole Normale Supérieure Lyon, University of Lyon I, Lyon, France;" Laboratoire de IInformatique du Parallellsme UMR 5668, ENS Lyon-CNRS-INRIA-UCBL), Ecole Normale Supérieure Lyon, University of Lyon I, Lyon, France"",""IEEE Transactions on Parallel and Distributed Systems"",""11 Nov 2008"",""2008"",""19"",""12"",""1614"",""1627"",""In this paper, we discuss and compare several policies to place replicas in tree networks, subject to server capacity and Quality of Service (QoS) constraints. The client requests are known beforehand, while the number and location of the servers are to be determined. The standard approach in the literature is to enforce that all requests of a client be served by the closest server in the tree. We introduce and study two new policies. In the first policy, all requests from a given client are still processed by the same server, but this server can be located anywhere in the path from the client to the root. In the second policy, the requests of a given client can be processed by multiple servers. One major contribution of this paper is to assess the impact of these new policies on the total replication cost. Another important goal is to assess the impact of server heterogeneity. In this paper, we establish several new complexity results, and provide several efficient polynomial heuristics for NP-complete instances of the problem. The absolute performance of these heuristics is assessed by comparison with the optimal solution provided by the formulation of the problem in terms of the solution of an integer linear program."",""1558-2183"","""",""10.1109/TPDS.2008.25"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4447663"",""Parallelism and concurrency";Sequencing and scheduling;Reducibility and completeness;Parallelism and concurrency;Sequencing and scheduling;"Reducibility and completeness"",""Network servers";Quality of service;Cost function;Polynomials;Bandwidth;Distributed databases;"Mirrors"","""",""30"","""",""23"",""IEEE"",""8 Feb 2008"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;
"rStream: Resilient and Optimal Peer-to-Peer Streaming with Rateless Codes,""C. Wu";" B. Li"",""Department of Electrical and Computer Engineering, University of Toronto, Toronto, ONT, Canada";" Department of Electrical and Computer Engineering, University of Toronto, Toronto, ONT, Canada"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Dec 2007"",""2008"",""19"",""1"",""77"",""92"",""Due to the lack of stability and reliability in peer-topeer networks, multimedia streaming over peer-to-peer networks represents several fundamental engineering challenges. First, multimedia streaming sessions need to be resilient to volatile network dynamics and node departures that are characteristic in peer-to-peer networks. Second, they need to take full advantage of the existing bandwidth capacities, by minimizing the delivery of redundant content and the need for content reconciliation among peers during streaming. Finally, streaming peers need to be optimally selected to construct high-quality streaming topologies, so that end-to-end latencies are taken into consideration. The original contributions of this paper are two-fold. First, we propose to use a recent coding technique, referred to as rateless codes, to code the multimedia bitstreams before they are transmitted over peer-to-peer links. The use of rateless codes eliminates the requirements of content reconciliation, as well as the risks of delivering redundant content over the network. Rateless codes also help the streaming sessions to adapt to volatile network dynamics. Second, we minimize end-to-end latencies in streaming sessions by optimizing towards a latency-related objective in a linear optimization problem, the solution to which can be efficiently derived in a decentralized and iterative fashion. The validity and effectiveness of our new contributions are demonstrated in extensive experiments in emulated realistic peer-to-peer environments with our rStream implementation."",""1558-2183"","""",""10.1109/TPDS.2007.1119"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4359407"",""Distributed networks";distributed applications;peer-to-peer protocol;media streaming;Distributed networks;distributed applications;peer-to-peer protocol;"media streaming"",""Peer to peer computing";Streaming media;Bandwidth;Delay;Bit rate;Resilience;Protocols;Network servers;Topology;"Stability"","""",""50"",""4"",""29"",""IEEE"",""6 Dec 2007"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;
"SARA: Stochastic Automata Rate Adaptation for IEEE 802.11 Networks,""T. Joshi"; D. Ahuja; D. Singh;" D. P. Agrawal"",""Microsoft Corporation, Redmond, WA, USA"; Center for Distributed and Mobile Computing (CDMC) Laboratory, University of Cincinnati, Cincinnati, OH, USA; Center for Distributed and Mobile Computing (CDMC) Laboratory, University of Cincinnati, Cincinnati, OH, USA;" University of Cincinnati, Cincinnati, OH, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""3 Oct 2008"",""2008"",""19"",""11"",""1579"",""1590"",""Existing rate adaptation algorithms can broadly be classified under two categories: (a) signal to noise ratio measurement based and (b) statistical count based. While the former suffers from inaccurate estimations, the latter utilizes pre-defined thresholds for dynamically varying the rate. In this paper, we first analyze the impact of transmission rate on the performance of a wireless link as the performance may either improve or deteriorate with increasing transmission rates. Based on this observation, we then propose stochastic automata rate adaptation algorithm (SARA). SARA is inspired by stochastic learning automata (SLA), a machine learning technique for adaptation in random environments. SARA assigns a selection probability to each of the transmission rates. It then randomly selects a rate for a transmission attempt and dynamically updates the probabilities based on the obtained feedback from the receiver (ACK/NACK), thereby obviating the need for explicit channel estimation or predefined thresholds. As opposed to the previous work, SARA is ideally suited for both stationary and non-stationary channel environments and is fully compatible with the existing IEEE 802.11 MAC standard. We compare the performance of our proposed protocol with automatic rate fallback (ARF) thoroughly and adaptive ARF (AARF) and other existing protocols, under different channel scenarios."",""1558-2183"","""",""10.1109/TPDS.2007.70814"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4407695"",""Automatic Fall Back";IEEE 802.11 MAC;Packet Success Rate;Rate Adaptation;Reinforcement Learning;Stochastic Learning Automata.;Automatic Fall Back;IEEE 802.11 MAC;Packet Success Rate;Rate Adaptation;Reinforcement Learning;"Stochastic Learning Automata."",""Stochastic processes";Learning automata;Protocols;Stochastic resonance;Signal to noise ratio;Noise measurement;Performance analysis;Machine learning algorithms;Machine learning;"Feedback"","""",""41"","""",""23"",""IEEE"",""3 Oct 2008"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;
"Scalability Analysis of the Hierarchical Architecture for Distributed Virtual Environments,""M. Kwok";" J. W. Wong"",""School of Computer Science, University of Waterloo, Waterloo, ONT, Canada";" School of Computer Science, University of Waterloo, Waterloo, ONT, Canada"",""IEEE Transactions on Parallel and Distributed Systems"",""31 Jan 2008"",""2008"",""19"",""3"",""408"",""417"",""A distributed virtual environment (DVE) is a shared virtual environment where multiple users at their workstations interact with each other over a network. Some of these systems may support a large number of users, for example, multiplayer online games. An important issue is how well the system scales as the number of users increases. In terms of scalability, a promising system architecture is a two-level hierarchical architecture. At the lower level, multiple servers are deployed";" each server interacts with its assigned users. At the higher level, the servers ensure that their copies of the virtual environment are as consistent as possible. Although the two-level architecture is believed to have good properties with respect to scalability, not much is known about its performance characteristics. In this paper, we develop a performance model for the two-level architecture and obtain analytic results on the workload experienced by each server. Our results provide valuable insights into the scalability of the architecture. We also investigate the issue of consistency and develop a novel technique to achieve weak consistency among copies of the virtual environment at the various servers. Simulation results on the consistency/scalability trade-off are presented."",""1558-2183"","""",""10.1109/TPDS.2007.70730"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4359423"",""Distributed systems";scalability;performance analysis;multimedia information system;virtual reality;Distributed systems;scalability;performance analysis;multimedia information system;"virtual reality"",""Scalability";Virtual environment;Delay;Workstations;Performance analysis;Avatars;Network servers;Web server;Multimedia systems;"Information systems"","""",""11"",""1"",""23"",""IEEE"",""31 Jan 2008"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;
